Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Delta Time (s)	Delta Freq (Hz)	Avg Power Density (dB FS/Hz)	Annotation
52	Spectrogram 1	1	658.676684504	659.229742058	144.509	369.942	0.5531	225.434	-88.70	Moan
53	Spectrogram 1	1	660.511209216	661.041784755	156.069	335.260	0.5306	179.191	-87.85	Moan
54	Spectrogram 1	1	662.158609235	662.909508515	69.364	323.699	0.7509	254.335	-82.11	Moan
55	Spectrogram 1	1	664.271912104	664.775509226	69.364	294.798	0.5036	225.434	-83.54	Moan
56	Spectrogram 1	1	665.994034406	666.605545197	69.364	341.040	0.6115	271.676	-82.20	Moan
57	Spectrogram 1	1	667.689171022	668.408595482	63.584	398.844	0.7194	335.260	-81.81	Moan
58	Spectrogram 1	1	669.420286130	670.036293324	69.364	329.480	0.6160	260.116	-81.62	Moan
59	Spectrogram 1	1	671.299775067	671.852832621	80.925	294.798	0.5531	213.873	-85.13	Moan
60	Spectrogram 1	1	673.201753484	673.664882980	57.803	312.139	0.4631	254.335	-86.44	Moan
61	Spectrogram 1	1	675.724227247	676.043471851	161.850	312.139	0.3192	150.289	-91.55	Moan
62	Spectrogram 1	1	676.425666096	676.884299189	150.289	335.260	0.4586	184.971	-89.43	Moan
63	Spectrogram 1	1	680.085729394	680.764686228	75.145	352.601	0.6790	277.457	-82.00	Moan
64	Spectrogram 1	1	681.020977263	681.511085177	156.069	312.139	0.4901	156.069	-91.28	Moan
65	Spectrogram 1	1	681.812344169	682.486804601	161.850	358.382	0.6745	196.532	-88.38	Moan
66	Spectrogram 1	1	683.345610703	683.961617897	98.266	369.942	0.6160	271.676	-87.03	Moan
67	Spectrogram 1	1	684.420250990	684.622589120	167.630	306.358	0.2023	138.728	-88.98	Moan
68	Spectrogram 1	1	685.180143077	685.706222213	138.728	335.260	0.5261	196.532	-87.46	Moan
69	Spectrogram 1	1	686.875281461	687.495785058	138.728	352.601	0.6205	213.873	-90.40	Moan
70	Spectrogram 1	1	688.646864194	689.312331820	144.509	317.919	0.6655	173.410	-91.25	Moan
71	Spectrogram 1	1	690.481387138	690.544336778	75.145	381.503	0.0629	306.358	-85.18	Rupe A
72	Spectrogram 1	1	690.697214476	690.778149728	57.803	358.382	0.0809	300.578	-86.14	Rupe A
73	Spectrogram 1	1	691.744876347	691.825811598	69.364	393.064	0.0809	323.699	-85.72	Rupe A
74	Spectrogram 1	1	692.405847570	692.846495052	173.410	335.260	0.4406	161.850	-91.31	Moan
75	Spectrogram 1	1	690.854588577	691.178329584	167.630	335.260	0.3237	167.630	-91.23	Moan
76	Spectrogram 1	1	697.968045665	698.039988111	75.145	317.919	0.0719	242.775	-87.35	Rupe A
77	Spectrogram 1	1	699.339441666	699.420376918	69.364	312.139	0.0809	242.775	-87.15	Rupe A
78	Spectrogram 1	1	701.523180040	701.586129680	52.023	271.676	0.0629	219.653	-86.97	Rupe A
79	Spectrogram 1	1	701.999798745	702.044762774	63.584	248.555	0.0450	184.971	-87.33	Rupe A
80	Spectrogram 1	1	703.640985795	703.708431838	75.145	265.896	0.0674	190.751	-89.22	Rupe A
81	Spectrogram 1	1	702.948539752	703.015985795	63.584	283.237	0.0674	219.653	-88.55	Rupe A
82	Spectrogram 1	1	710.246325450	710.763411781	161.850	341.040	0.5171	179.191	-90.33	Moan
83	Spectrogram 1	1	712.085348333	712.427074951	150.289	346.821	0.3417	196.532	-88.60	Moan
84	Spectrogram 1	1	713.919875599	714.405487109	179.191	335.260	0.4856	156.069	-91.47	Moan
85	Spectrogram 1	1	715.691458332	716.284983512	190.751	352.601	0.5935	161.850	-91.50	Moan
86	Spectrogram 1	1	717.516997901	718.425264209	156.069	358.382	0.9083	202.312	-91.44	Moan
87	Spectrogram 1	1	719.589832555	720.336235432	121.387	335.260	0.7464	213.873	-94.26	Moan
88	Spectrogram 1	1	721.505361223	722.184318058	150.289	352.601	0.6790	202.312	-92.47	Moan
89	Spectrogram 1	1	723.699605827	724.014354029	138.728	323.699	0.3147	184.971	-90.03	Moan
90	Spectrogram 1	1	727.431610617	727.962186157	109.827	335.260	0.5306	225.434	-91.62	Moan
91	Spectrogram 1	1	725.570099826	726.132150186	150.289	323.699	0.5621	173.410	-94.10	Moan
92	Spectrogram 1	1	730.945019225	730.998976060	80.925	543.353	0.0540	462.428	-89.75	Rupe A
93	Spectrogram 1	1	735.351488348	735.877567485	156.069	329.480	0.5261	173.410	-90.54	Moan
94	Spectrogram 1	1	733.382063887	733.854186190	184.971	323.699	0.4721	138.728	-91.71	Moan
95	Spectrogram 1	1	737.284930976	737.748060472	156.069	300.578	0.4631	144.509	-91.26	Moan
96	Spectrogram 1	1	738.917125221	739.775938170	132.948	364.162	0.8588	231.214	-91.35	Moan
97	Spectrogram 1	1	740.270538165	740.324494999	138.728	277.457	0.0540	138.728	-87.13	G rupe
98	Spectrogram 1	1	740.909021872	741.628446333	173.410	329.480	0.7194	156.069	-91.52	Moan
99	Spectrogram 1	1	742.905424750	743.440496692	173.410	312.139	0.5351	138.728	-92.89	Moan
100	Spectrogram 1	1	744.753437688	745.337970062	127.168	346.821	0.5845	219.653	-91.67	Moan
101	Spectrogram 1	1	746.875739846	747.338869343	161.850	300.578	0.4631	138.728	-92.27	Moan
102	Spectrogram 1	1	748.903609686	749.393717599	115.607	369.942	0.4901	254.335	-92.79	Moan
103	Spectrogram 1	1	761.309173750	761.727339217	156.069	300.578	0.4182	144.509	-93.08	Moan
104	Spectrogram 1	1	759.398202527	759.699461519	156.069	300.578	0.3013	144.509	-93.13	Moan
105	Spectrogram 1	1	765.651250451	766.096394335	144.509	323.699	0.4451	179.191	-90.26	Moan
106	Spectrogram 1	1	767.773545929	768.209697008	173.410	312.139	0.4362	138.728	-92.08	Moan
107	Spectrogram 1	1	784.626196694	785.372599572	138.728	358.382	0.7464	219.653	-91.78	Moan
108	Spectrogram 1	1	782.611808205	783.227815399	138.728	358.382	0.6160	219.653	-92.81	Moan
109	Spectrogram 1	1	786.577626113	787.063237623	144.509	323.699	0.4856	179.191	-93.47	Moan
110	Spectrogram 1	1	788.798844812	789.302441934	144.509	317.919	0.5036	173.410	-89.52	Moan
111	Spectrogram 1	1	789.630679344	790.026362798	132.948	289.017	0.3957	156.069	-93.63	Moan
112	Spectrogram 1	1	790.502976394	791.060530351	115.607	398.844	0.5576	283.237	-90.97	Moan
113	Spectrogram 1	1	791.550638265	791.761969200	173.410	323.699	0.2113	150.289	-88.26	Moan
114	Spectrogram 1	1	792.279055531	792.697220999	144.509	341.040	0.4182	196.532	-89.94	Moan
115	Spectrogram 1	1	793.857287047	794.419337407	161.850	398.844	0.5621	236.994	-88.78	Moan
116	Spectrogram 1	1	793.160344601	793.349193522	196.532	317.919	0.1888	121.387	-91.25	Moan
117	Spectrogram 1	1	795.628866048	796.024549501	132.948	335.260	0.3957	202.312	-90.22	Moan
118	Spectrogram 1	1	797.202607055	797.908542307	144.509	323.699	0.7059	179.191	-91.90	Moan
119	Spectrogram 1	1	799.335514654	799.911054222	127.168	323.699	0.5755	196.532	-93.14	Moan
120	Spectrogram 1	1	801.062133359	801.628680121	121.387	335.260	0.5665	213.873	-91.70	Moan
121	Spectrogram 1	1	802.730290996	803.346298190	144.509	387.283	0.6160	242.775	-91.60	Moan
122	Spectrogram 1	1	804.223096752	804.893060780	156.069	352.601	0.6700	196.532	-90.00	Moan
123	Spectrogram 1	1	806.120571104	806.592693406	161.850	375.723	0.4721	213.873	-90.98	Moan
124	Spectrogram 1	1	807.991071164	808.679020805	132.948	329.480	0.6879	196.532	-92.63	Moan
125	Spectrogram 1	1	809.920023677	810.306714324	127.168	335.260	0.3867	208.092	-93.09	Moan
126	Spectrogram 1	1	811.723081231	812.348081231	156.069	341.040	0.6250	184.971	-93.45	Moan
127	Spectrogram 1	1	813.926310586	814.497353751	127.168	323.699	0.5710	196.532	-93.00	Moan
128	Spectrogram 1	1	815.904722940	816.457780494	121.387	346.821	0.5531	225.434	-92.02	Moan
129	Spectrogram 1	1	817.860654459	818.265330718	115.607	300.578	0.4047	184.971	-91.75	Moan
130	Spectrogram 1	1	819.803095394	820.162807624	104.046	358.382	0.3597	254.335	-91.05	Moan
131	Spectrogram 1	1	821.781507945	822.172694995	138.728	312.139	0.3912	173.410	-91.94	Moan
132	Spectrogram 1	1	823.341756993	823.921792964	121.387	341.040	0.5800	219.653	-91.02	Moan
133	Spectrogram 1	1	824.614239007	824.875030374	127.168	329.480	0.2608	202.312	-85.06	Type 4 A
134	Spectrogram 1	1	822.766217425	822.883123900	161.850	289.017	0.1169	127.168	-91.59	Type 4 A
135	Spectrogram 1	1	829.167792080	829.734338843	138.728	329.480	0.5665	190.751	-92.41	Moan
136	Spectrogram 1	1	825.575166181	825.997828051	121.387	312.139	0.4227	190.751	-92.60	Moan
137	Spectrogram 1	1	827.333259706	827.782899994	121.387	335.260	0.4496	213.873	-91.82	Moan
138	Spectrogram 1	1	830.876368030	831.496871627	132.948	381.503	0.6205	248.555	-93.07	Moan
139	Spectrogram 1	1	831.897044803	832.324203077	138.728	317.919	0.4272	179.191	-91.28	Moan
140	Spectrogram 1	1	832.805316809	833.344885154	173.410	393.064	0.5396	219.653	-92.98	Moan
141	Spectrogram 1	1	835.386249310	835.458191756	75.145	283.237	0.0719	208.092	-90.82	Rupe A
142	Spectrogram 1	1	836.128155785	836.186609023	80.925	289.017	0.0585	208.092	-85.70	Rupe A
143	Spectrogram 1	1	834.149738519	834.221680965	80.925	277.457	0.0719	196.532	-87.68	Rupe A
144	Spectrogram 1	1	834.482472332	835.098479526	132.948	317.919	0.6160	184.971	-90.99	Moan
145	Spectrogram 1	1	837.477073112	837.589483184	69.364	421.965	0.1124	352.601	-86.35	Rupe A
146	Spectrogram 1	1	836.474375270	836.852073112	161.850	358.382	0.3777	196.532	-94.29	Moan
147	Spectrogram 1	1	842.373648970	842.634440337	161.850	341.040	0.2608	179.191	-91.87	Moan
148	Spectrogram 1	1	846.474358571	846.816085189	127.168	317.919	0.3417	190.751	-93.31	Moan
149	Spectrogram 1	1	848.313383025	848.628131227	150.289	323.699	0.3147	173.410	-92.82	Moan
150	Spectrogram 1	1	850.147906952	850.584058031	156.069	317.919	0.4362	161.850	-91.76	Moan
151	Spectrogram 1	1	859.184386182	859.634026470	150.289	323.699	0.4496	173.410	-92.96	Moan
152	Spectrogram 1	1	857.448774671	858.015321434	161.850	329.480	0.5665	167.630	-91.87	Moan
153	Spectrogram 1	1	860.946967269	861.500024823	104.046	306.358	0.5531	202.312	-92.32	Moan
154	Spectrogram 1	1	865.169080337	865.524296165	161.850	346.821	0.3552	184.971	-92.25	Moan
155	Spectrogram 1	1	866.697853583	867.169975885	161.850	364.162	0.4721	202.312	-92.44	Moan
156	Spectrogram 1	1	868.734721139	869.251807470	161.850	294.798	0.5171	132.948	-92.61	Moan
157	Spectrogram 1	1	870.717630093	870.834536568	75.145	300.578	0.1169	225.434	-83.46	Rupe A
158	Spectrogram 1	1	878.244598715	878.788663464	161.850	312.139	0.5441	150.289	-90.10	Moan
159	Spectrogram 1	1	874.642980010	875.133087924	202.312	364.162	0.4901	161.850	-91.63	Moan
160	Spectrogram 1	1	882.066529570	882.673543958	98.266	329.480	0.6070	231.214	-90.71	Moan
161	Spectrogram 1	1	880.285954030	880.870486404	121.387	352.601	0.5845	231.214	-93.23	Moan
162	Spectrogram 1	1	883.712205165	884.004471352	196.532	369.942	0.2923	173.410	-91.74	Moan
163	Spectrogram 1	1	885.861481811	886.472992602	132.948	306.358	0.6115	173.410	-89.91	Moan
164	Spectrogram 1	1	887.502664146	887.893851196	144.509	317.919	0.3912	173.410	-91.02	Moan
165	Spectrogram 1	1	891.540424696	891.886647718	208.092	323.699	0.3462	115.607	-93.94	Moan
166	Spectrogram 1	1	893.132148957	893.716681331	138.728	433.526	0.5845	294.798	-92.70	G rupe
167	Spectrogram 1	1	894.764338880	895.290418016	132.948	346.821	0.5261	213.873	-88.43	Moan
168	Spectrogram 1	1	896.320090542	896.760738024	138.728	346.821	0.4406	208.092	-89.78	Moan
169	Spectrogram 1	1	898.132137562	898.707677130	167.630	375.723	0.5755	208.092	-91.33	Moan
170	Spectrogram 1	1	900.079075686	900.506233959	167.630	346.821	0.4272	179.191	-91.01	Moan
171	Spectrogram 1	1	901.643820744	902.115943046	109.827	341.040	0.4721	231.214	-89.92	Moan
172	Spectrogram 1	1	903.622233688	904.125830810	132.948	346.821	0.5036	213.873	-91.68	Moan
173	Spectrogram 1	1	905.164499875	905.789499875	156.069	335.260	0.6250	179.191	-91.12	Moan
174	Spectrogram 1	1	910.937864667	911.495418623	161.850	358.382	0.5576	196.532	-90.46	Moan
175	Spectrogram 1	1	914.913665318	915.309348771	115.607	323.699	0.3957	208.092	-92.00	Moan
176	Spectrogram 1	1	916.703229889	917.044956508	109.827	300.578	0.3417	190.751	-91.83	Moan
177	Spectrogram 1	1	918.560244278	919.072834206	167.630	341.040	0.5126	173.410	-92.29	Moan
178	Spectrogram 1	1	920.561135700	920.992790376	156.069	317.919	0.4317	161.850	-92.62	Moan
179	Spectrogram 1	1	926.345936412	926.543778139	132.948	300.578	0.1978	167.630	-89.91	Type 4 A
180	Spectrogram 1	1	933.265891432	933.738013734	179.191	410.405	0.4721	231.214	-90.55	Moan
181	Spectrogram 1	1	934.842705201	935.260870668	109.827	352.601	0.4182	242.775	-90.76	Moan
182	Spectrogram 1	1	939.698808352	940.319311950	190.751	341.040	0.6205	150.289	-93.66	Moan
183	Spectrogram 1	1	943.570203175	943.916426197	173.410	312.139	0.3462	138.728	-91.82	Moan
184	Spectrogram 1	1	945.328296700	945.688008930	173.410	329.480	0.3597	156.069	-93.70	Moan
185	Spectrogram 1	1	952.886737364	953.286917220	150.289	329.480	0.4002	179.191	-91.33	Moan
186	Spectrogram 1	1	949.698787723	949.910118659	150.289	317.919	0.2113	167.630	-92.41	Moan
187	Spectrogram 1	1	954.707769527	955.229352261	144.509	346.821	0.5216	202.312	-92.17	Moan
188	Spectrogram 1	1	955.719460175	955.791402621	80.925	416.185	0.0719	335.260	-87.35	Rupe A
189	Spectrogram 1	1	956.411906218	956.897517729	127.168	312.139	0.4856	184.971	-91.17	Moan
190	Spectrogram 1	1	958.017114972	958.089057418	86.705	271.676	0.0719	184.971	-82.99	Rupe A
191	Spectrogram 1	1	959.698767094	959.752723929	86.705	479.769	0.0540	393.064	-86.21	Rupe A
192	Spectrogram 1	1	961.928979189	962.500022354	132.948	306.358	0.5710	173.410	-91.27	Moan
193	Spectrogram 1	1	960.116928829	960.431677031	150.289	306.358	0.3147	156.069	-90.83	Moan
194	Spectrogram 1	1	965.544080030	966.146598015	144.509	323.699	0.6025	179.191	-92.57	Moan
195	Spectrogram 1	1	979.205973725	979.390326243	121.387	294.798	0.1844	173.410	-93.05	Type 4 A
196	Spectrogram 1	1	982.173595891	982.236545532	75.145	352.601	0.0629	277.457	-87.90	Rupe A
197	Spectrogram 1	1	981.116941215	981.535106683	196.532	346.821	0.4182	150.289	-93.37	Moan
198	Spectrogram 1	1	982.839058802	983.275209881	150.289	358.382	0.4362	208.092	-91.17	Moan
199	Spectrogram 1	1	984.696070047	985.127724723	173.410	317.919	0.4317	144.509	-92.27	Moan
200	Spectrogram 1	1	994.307990981	994.744142060	150.289	364.162	0.4362	213.873	-93.53	Moan
201	Spectrogram 1	1	996.133527799	996.924894705	115.607	387.283	0.7914	271.676	-92.71	Moan
202	Spectrogram 1	1	1004.048380546	1004.507013639	190.751	352.601	0.4586	161.850	-93.77	Moan
203	Spectrogram 1	1	1007.924270739	1008.427867861	167.630	364.162	0.5036	196.532	-89.58	Moan
204	Spectrogram 1	1	1009.489015011	1010.082540191	144.509	369.942	0.5935	225.434	-91.27	Moan
205	Spectrogram 1	1	1012.721924357	1013.189550257	156.069	329.480	0.4676	173.410	-90.07	Moan
206	Spectrogram 1	1	1016.525871369	1016.966518851	115.607	317.919	0.4406	202.312	-92.69	Moan
207	Spectrogram 1	1	1023.468767462	1024.138731491	144.509	364.162	0.6700	219.653	-93.28	Moan
208	Spectrogram 1	1	1025.307791946	1025.743943025	161.850	346.821	0.4362	184.971	-92.58	Moan
209	Spectrogram 1	1	1032.376117597	1032.803275871	179.191	358.382	0.4272	179.191	-93.22	Moan
210	Spectrogram 1	1	1039.507383657	1039.912059916	144.509	341.040	0.4047	196.532	-91.24	Moan
211	Spectrogram 1	1	1044.807305361	1045.216478023	127.168	306.358	0.4092	179.191	-88.94	Moan
212	Spectrogram 1	1	1044.164319750	1044.254247807	92.486	306.358	0.0899	213.873	-87.28	Rupe A
213	Spectrogram 1	1	1048.413405035	1048.840563308	150.289	364.162	0.4272	213.873	-90.93	Moan
214	Spectrogram 1	1	1049.231750358	1049.308189207	156.069	329.480	0.0764	173.410	-88.74	Rupe A
215	Spectrogram 1	1	1050.193973250	1050.459261020	115.607	294.798	0.2653	179.191	-88.01	Moan
216	Spectrogram 1	1	1057.434826875	1058.037344861	121.387	323.699	0.6025	202.312	-93.27	Moan
217	Spectrogram 1	1	1059.377272918	1059.939323278	127.168	306.358	0.5621	179.191	-92.02	Moan
218	Spectrogram 1	1	1067.097564472	1067.632636414	104.046	335.260	0.5351	231.214	-91.25	Moan
219	Spectrogram 1	1	1065.456377421	1065.991449364	144.509	335.260	0.5351	190.751	-92.68	Moan
220	Spectrogram 1	1	1070.436928984	1071.214806682	144.509	335.260	0.7779	190.751	-92.27	Moan
221	Spectrogram 1	1	1072.509763358	1072.896454005	156.069	341.040	0.3867	184.971	-91.90	Moan
222	Spectrogram 1	1	1074.110482782	1074.748971991	144.509	398.844	0.6385	254.335	-91.32	Moan
223	Spectrogram 1	1	1077.554717340	1078.098782088	150.289	381.503	0.5441	231.214	-89.53	Moan
224	Spectrogram 1	1	1076.052918779	1076.322702952	161.850	404.624	0.2698	242.775	-92.23	Moan
225	Spectrogram 1	1	1079.128446757	1079.771432369	138.728	346.821	0.6430	208.092	-92.27	Moan
226	Spectrogram 1	1	1080.922511506	1081.565497117	132.948	335.260	0.6430	202.312	-92.07	Moan
227	Spectrogram 1	1	1082.617643604	1083.274118424	138.728	393.064	0.6565	254.335	-92.52	Moan
228	Spectrogram 1	1	1083.575377417	1084.011528496	109.827	283.237	0.4362	173.410	-90.43	Moan
229	Spectrogram 1	1	1084.321780295	1084.897319863	127.168	416.185	0.5755	289.017	-93.25	Moan
230	Spectrogram 1	1	1086.201265136	1086.722847870	161.850	352.601	0.5216	190.751	-91.53	Moan
231	Spectrogram 1	1	1088.080761539	1088.548387438	173.410	358.382	0.4676	184.971	-89.98	Moan
232	Spectrogram 1	1	1089.618520126	1090.301973363	167.630	387.283	0.6835	219.653	-91.58	Moan
233	Spectrogram 1	1	1090.499815090	1090.733628040	138.728	317.919	0.2338	179.191	-90.35	Moan
234	Spectrogram 1	1	1091.255210773	1091.875714370	132.948	416.185	0.6205	283.237	-90.07	Moan
235	Spectrogram 1	1	1092.230930198	1092.401793507	121.387	306.358	0.1709	184.971	-89.19	Moan
236	Spectrogram 1	1	1098.422689324	1099.043192921	184.971	439.306	0.6205	254.335	-92.93	Moan
237	Spectrogram 1	1	1099.812072397	1100.455058008	115.607	335.260	0.6430	219.653	-90.39	Moan
238	Spectrogram 1	1	1101.574659210	1102.199659210	109.827	439.306	0.6250	329.480	-93.12	Moan
239	Spectrogram 1	1	1103.199436967	1103.932350636	173.410	375.723	0.7329	202.312	-94.12	Moan
240	Spectrogram 1	1	1105.191343442	1105.901775097	138.728	329.480	0.7104	190.751	-93.24	Moan
241	Spectrogram 1	1	1107.397534559	1107.779728803	190.751	416.185	0.3822	225.434	-94.77	Moan
242	Spectrogram 1	1	1108.161923048	1108.314800746	75.145	312.139	0.1529	236.994	-86.68	Rupe A
243	Spectrogram 1	1	1110.697884477	1111.170006780	161.850	335.260	0.4721	173.410	-93.18	Moan
244	Spectrogram 1	1	1112.653809879	1113.116939376	161.850	317.919	0.4631	156.069	-90.40	G rupe
245	Spectrogram 1	1	1116.098128180	1116.471329619	190.751	387.283	0.3732	196.532	-92.07	Moan
246	Spectrogram 1	1	1119.861609082	1120.468623471	98.266	335.260	0.6070	236.994	-92.35	Moan
247	Spectrogram 1	1	1125.230285607	1125.558523017	150.289	300.578	0.3282	150.289	-90.38	Moan
248	Spectrogram 1	1	1128.656539408	1129.007258833	150.289	300.578	0.3507	150.289	-90.22	Moan
249	Spectrogram 1	1	1130.095388329	1130.549525020	167.630	300.578	0.4541	132.948	-88.80	Moan
250	Spectrogram 1	1	1131.902924354	1132.473967519	156.069	393.064	0.5710	236.994	-91.53	Moan
251	Spectrogram 1	1	1133.791406799	1134.227557879	150.289	300.578	0.4362	150.289	-87.12	G rupe
252	Spectrogram 1	1	1135.279712083	1135.999136543	138.728	554.913	0.7194	416.185	-88.31	Moan
253	Spectrogram 1	1	1136.925395536	1137.595359565	150.289	549.133	0.6700	398.844	-91.08	Moan
254	Spectrogram 1	1	1138.625035824	1139.223057406	121.387	520.231	0.5980	398.844	-91.20	Moan
255	Spectrogram 1	1	1136.498237263	1136.655611363	156.069	335.260	0.1574	179.191	-87.85	Rupe A
256	Spectrogram 1	1	1140.270700784	1140.828254741	277.457	479.769	0.5576	202.312	-94.34	Moan
257	Spectrogram 1	1	1142.267103662	1142.752715172	306.358	450.867	0.4856	144.509	-90.56	Moan
258	Spectrogram 1	1	1143.917283518	1144.425377043	335.260	497.110	0.5081	161.850	-89.62	Moan
259	Spectrogram 1	1	1145.517987060	1145.981116556	306.358	526.012	0.4631	219.653	-86.69	Moan
260	Spectrogram 1	1	1147.298562599	1147.730217276	219.653	497.110	0.4317	277.457	-89.22	Moan
261	Spectrogram 1	1	1148.980201420	1149.533258974	277.457	497.110	0.5531	219.653	-88.35	Moan
262	Spectrogram 1	1	1153.863279539	1154.227488172	231.214	410.405	0.3642	179.191	-92.57	Moan
263	Spectrogram 1	1	1155.526939315	1155.882155142	121.387	312.139	0.3552	190.751	-90.60	Moan
264	Spectrogram 1	1	1156.920824207	1157.446903344	173.410	329.480	0.5261	156.069	-89.09	Moan
265	Spectrogram 1	1	1162.349901742	1162.956916130	150.289	416.185	0.6070	265.896	-93.06	Moan
266	Spectrogram 1	1	1164.193426922	1164.661052821	132.948	346.821	0.4676	213.873	-90.22	Moan
