Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Delta Time (s)	Delta Freq (Hz)	Avg Power Density (dB FS/Hz)	Annotation
26	Spectrogram 1	1	718.418171379	719.109220167	148.248	606.469	0.6910	458.221	-95.31	Moan
27	Spectrogram 1	1	739.413491197	739.786692636	148.248	322.368	0.3732	174.120	-91.03	Moan
28	Spectrogram 1	1	126.959361810	127.377527278	157.895	335.526	0.4182	177.631	-89.11	Moan
29	Spectrogram 1	1	132.074784412	132.722266427	157.895	381.579	0.6475	223.684	-93.47	Moan
30	Spectrogram 1	1	134.098167353	134.556800446	210.526	375.000	0.4586	164.474	-96.12	Moan
31	Spectrogram 1	1	140.019949802	140.442611673	177.632	355.263	0.4227	177.631	-93.73	Moan
32	Spectrogram 1	1	195.056112798	195.222479704	151.316	342.105	0.1664	190.789	-94.50	Type 4 A
33	Spectrogram 1	1	239.536184204	239.743018736	171.053	282.895	0.2068	111.842	-94.43	Moan
34	Spectrogram 1	1	283.515838320	283.871054147	171.053	309.211	0.3552	138.158	-93.86	Moan
35	Spectrogram 1	1	284.388140478	284.774831126	184.211	355.263	0.3867	171.052	-94.37	Moan
36	Spectrogram 1	1	274.262014116	274.639711958	184.211	388.158	0.3777	203.947	-91.80	Moan
37	Spectrogram 1	1	275.889711958	276.190970951	138.158	473.684	0.3013	335.526	-93.07	Moan
38	Spectrogram 1	1	277.508416994	277.845647210	131.579	440.789	0.3372	309.210	-94.03	Moan
39	Spectrogram 1	1	285.246725296	285.390610188	138.158	309.211	0.1439	171.053	-92.07	Moan
40	Spectrogram 1	1	317.414147311	317.922240836	171.053	342.105	0.5081	171.052	-96.39	Moan
41	Spectrogram 1	1	322.929740792	323.226503382	164.474	342.105	0.2968	177.631	-94.23	Moan
42	Spectrogram 1	1	328.060151634	328.469324296	144.737	375.000	0.4092	230.263	-95.91	Moan
43	Spectrogram 1	1	362.349869763	362.561200698	190.789	328.947	0.2113	138.158	-91.95	Moan
44	Spectrogram 1	1	367.483268999	367.609168280	125.000	302.632	0.1259	177.632	-85.19	G rupe
45	Spectrogram 1	1	404.785581463	404.924969952	151.316	309.211	0.1394	157.895	-86.68	Moan
46	Spectrogram 1	1	423.673520112	423.866865436	171.053	289.474	0.1933	118.421	-90.58	Moan
47	Spectrogram 1	1	426.807523670	427.014358203	151.316	269.737	0.2068	118.421	-91.67	Moan
48	Spectrogram 1	1	434.445420859	434.809629492	164.474	335.526	0.3642	171.052	-94.72	Moan
49	Spectrogram 1	1	433.649557550	433.941823737	144.737	302.632	0.2923	157.895	-88.67	Moan
50	Spectrogram 1	1	435.236787765	435.466104312	157.895	302.632	0.2293	144.737	-88.45	Moan
51	Spectrogram 1	1	465.084016044	465.511174318	144.737	315.789	0.4272	171.052	-89.77	Moan
52	Spectrogram 1	1	465.668548418	465.947325397	157.895	309.211	0.2788	151.316	-88.50	Moan
53	Spectrogram 1	1	470.896372115	471.467415280	138.158	315.789	0.5710	177.631	-92.18	Moan
54	Spectrogram 1	1	473.304976365	473.691667013	151.316	355.263	0.3867	203.947	-90.31	Moan
55	Spectrogram 1	1	497.023576814	497.437245878	164.474	302.632	0.4137	138.158	-87.50	Moan
56	Spectrogram 1	1	505.539785369	505.836547959	184.211	657.895	0.2968	473.684	-90.67	Moan
57	Spectrogram 1	1	629.569042769	630.544762194	131.579	282.895	0.9757	151.316	-95.56	Moan
58	Spectrogram 1	1	631.304654280	631.673359316	131.579	269.737	0.3687	138.158	-95.27	Moan
59	Spectrogram 1	1	641.764798076	642.335841242	144.737	276.316	0.5710	131.579	-94.34	Moan
60	Spectrogram 1	1	654.790920223	655.087682813	184.211	315.789	0.2968	131.578	-93.19	Moan
61	Spectrogram 1	1	737.715318601	738.317836587	151.316	328.947	0.6025	177.631	-94.66	Moan
62	Spectrogram 1	1	741.147563194	741.403858158	190.789	342.105	0.2563	151.316	-91.93	Moan
63	Spectrogram 1	1	742.459045143	743.093037948	118.421	315.789	0.6340	197.368	-92.40	Moan
64	Spectrogram 1	1	743.834948068	744.185667493	171.053	315.789	0.3507	144.736	-90.85	Moan
65	Spectrogram 1	1	750.123955110	750.479170937	375.000	513.158	0.3552	138.158	-95.78	Moan
66	Spectrogram 1	1	1053.975404729	1054.195728470	434.211	605.263	0.2203	171.052	-90.44	Moan
67	Spectrogram 1	1	1114.518965089	1114.844954298	484.848	742.424	0.3260	257.576	-91.79	HS Groan
68	Spectrogram 1	1	1138.674415864	1139.052113705	151.316	787.879	0.3777	636.563	-87.07	HS Groan
69	Spectrogram 1	1	1182.201284458	1182.457579422	190.789	361.842	0.2563	171.053	-89.92	Moan
70	Spectrogram 1	1	1183.631140573	1183.887435537	269.737	427.632	0.2563	157.895	-90.00	Moan
71	Spectrogram 1	1	1189.915593788	1190.356241270	171.053	394.737	0.4406	223.684	-91.69	Moan
72	Spectrogram 1	1	1191.367931917	1191.768111773	151.316	282.895	0.4002	131.579	-91.38	Moan
