Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Delta Time (s)	Delta Freq (Hz)	Avg Power Density (dB FS/Hz)	Annotation
51	Spectrogram 1	1	584.822718946	585.236388011	201.954	358.306	0.4137	156.352	-99.75	Moan
52	Spectrogram 1	1	920.420632099	921.002916272	213.675	371.875	0.5823	158.200	-96.94	Moan
53	Spectrogram 1	1	971.326633464	971.816782441	184.375	327.635	0.4901	143.260	-98.15	Moan
54	Spectrogram 1	1	1196.452112778	1197.648155944	182.410	351.792	1.1960	169.381	-98.66	Moan
55	Spectrogram 1	1	527.544053853	527.936140937	188.925	351.792	0.3921	162.866	-97.96	Moan
56	Spectrogram 1	1	707.519608882	707.937774350	212.766	372.340	0.4182	159.574	-98.54	Moan
57	Spectrogram 1	1	580.635049671	581.210392137	156.352	305.851	0.5753	149.499	-99.00	Moan
58	Spectrogram 1	1	631.005666777	631.324911381	175.896	292.553	0.3192	116.657	-98.51	Moan
59	Spectrogram 1	1	868.629676625	869.142266553	182.410	370.370	0.5126	187.960	-97.91	Moan
60	Spectrogram 1	1	669.078296563	669.631354117	212.766	345.745	0.5531	132.979	-90.63	Moan
61	Spectrogram 1	1	667.401133178	667.688902962	201.954	332.447	0.2878	130.493	-97.88	Moan
62	Spectrogram 1	1	582.708109032	583.352392235	195.440	325.733	0.6443	130.293	-98.40	Moan
63	Spectrogram 1	1	465.380462268	465.760807437	188.925	351.792	0.3803	162.866	-99.48	Moan
64	Spectrogram 1	1	918.697830203	919.325887346	171.875	413.105	0.6281	241.230	-97.51	Moan
65	Spectrogram 1	1	473.735292770	474.396263993	182.410	325.733	0.6610	143.322	-92.44	Moan
66	Spectrogram 1	1	993.165949073	993.743736843	168.750	346.875	0.5778	178.125	-98.03	Moan
67	Spectrogram 1	1	538.300094978	538.849395264	175.896	358.306	0.5493	182.410	-97.84	Moan
68	Spectrogram 1	1	513.997833254	514.429487931	188.925	351.792	0.4317	162.866	-97.66	Moan
69	Spectrogram 1	1	452.357638937	453.207459081	188.925	377.850	0.8498	188.925	-93.56	Moan
70	Spectrogram 1	1	1035.012090162	1035.565147716	188.925	384.615	0.5531	195.690	-97.70	Moan
71	Spectrogram 1	1	673.292156148	673.557443918	188.925	319.149	0.2653	130.224	-95.91	Moan
72	Spectrogram 1	1	647.420790999	647.928884524	199.468	332.248	0.5081	132.780	-98.07	Moan
73	Spectrogram 1	1	992.932528275	993.089902376	185.185	332.248	0.1574	147.063	-97.81	Moan
74	Spectrogram 1	1	578.995303062	579.453936156	182.410	332.447	0.4586	150.037	-96.57	Moan
75	Spectrogram 1	1	615.084634425	615.538771116	195.440	351.792	0.4541	156.352	-98.34	Moan
76	Spectrogram 1	1	1194.626279299	1195.269264910	199.430	356.125	0.6430	156.695	-94.36	Moan
77	Spectrogram 1	1	1029.473515542	1029.986495569	188.925	356.125	0.5130	167.200	-99.81	Moan
78	Spectrogram 1	1	542.378564938	543.021550549	149.837	280.130	0.6430	130.293	-96.53	Moan
79	Spectrogram 1	1	1084.452554589	1084.915684086	234.528	413.105	0.4631	178.577	-101.16	Moan
80	Spectrogram 1	1	604.973359305	605.575877291	214.984	403.909	0.6025	188.925	-101.58	Moan
81	Spectrogram 1	1	623.258623096	624.196847859	188.925	397.394	0.9382	208.469	-96.58	Moan
82	Spectrogram 1	1	593.242614815	593.890096829	195.440	359.043	0.6475	163.603	-95.23	Moan
83	Spectrogram 1	1	632.999160163	633.412829227	188.925	338.762	0.4137	149.837	-94.48	Moan
84	Spectrogram 1	1	645.274499813	646.059887941	132.979	338.762	0.7854	205.783	-96.95	Moan
85	Spectrogram 1	1	675.381804977	675.847558401	188.925	358.306	0.4658	169.381	-100.06	Moan
86	Spectrogram 1	1	463.400195927	463.611526862	188.925	371.336	0.2113	182.410	-100.04	Moan
87	Spectrogram 1	1	985.419338511	985.786919447	187.500	340.625	0.3676	153.125	-95.47	Moan
88	Spectrogram 1	1	515.800890808	516.061682175	195.440	358.306	0.2608	162.866	-97.45	Moan
89	Spectrogram 1	1	888.533076848	889.149753370	181.250	365.625	0.6167	184.375	-90.63	Moan
90	Spectrogram 1	1	624.982235987	625.880029090	175.896	403.909	0.8978	228.013	-93.20	Moan
91	Spectrogram 1	1	501.649776223	502.009172438	175.896	412.234	0.3594	236.338	-99.48	Moan
92	Spectrogram 1	1	1082.756440414	1083.221818112	181.250	362.500	0.4654	181.250	-97.35	Moan
93	Spectrogram 1	1	914.994558609	915.547616163	200.000	378.125	0.5531	178.125	-99.03	Moan
94	Spectrogram 1	1	689.327028408	689.563144994	186.170	292.553	0.2361	106.383	-97.96	Moan
95	Spectrogram 1	1	1038.706400472	1039.160452983	185.185	341.880	0.4541	156.695	-97.43	Moan
96	Spectrogram 1	1	1160.349977563	1160.556812096	213.675	370.370	0.2068	156.695	-91.37	Moan
97	Spectrogram 1	1	1000.747842726	1000.889479416	187.500	337.500	0.1416	150.000	-96.53	Moan
98	Spectrogram 1	1	955.933980252	956.277955072	206.250	370.370	0.3440	164.120	-97.98	Moan
99	Spectrogram 1	1	1023.722584577	1024.423282238	156.695	393.750	0.7007	237.055	-96.27	Moan
100	Spectrogram 1	1	916.994424435	917.498021557	178.125	413.105	0.5036	234.980	-89.21	Moan
101	Spectrogram 1	1	874.583994929	875.078599246	187.500	384.615	0.4946	197.115	-94.47	Moan
102	Spectrogram 1	1	745.706040525	746.392620713	187.500	385.638	0.6866	198.138	-98.10	Moan
103	Spectrogram 1	1	782.559693348	782.975610614	215.625	362.500	0.4159	146.875	-96.13	Moan
104	Spectrogram 1	1	881.083378001	881.502855433	221.875	387.500	0.4195	165.625	-97.88	Moan
105	Spectrogram 1	1	1036.846365892	1037.523074525	181.250	403.125	0.6767	221.875	-97.57	Moan
106	Spectrogram 1	1	1119.410358543	1119.573834611	490.625	626.781	0.1635	136.156	-100.78	Moan
107	Spectrogram 1	1	797.311592209	798.005754687	193.750	365.625	0.6942	171.875	-98.20	Moan
108	Spectrogram 1	1	985.167917730	985.360690224	203.125	356.125	0.1928	153.000	-94.80	Moan
109	Spectrogram 1	1	1062.919065054	1063.029226924	209.375	327.635	0.1102	118.260	-96.47	Moan
110	Spectrogram 1	1	807.739011579	808.190900068	209.375	359.043	0.4519	149.668	-98.58	Moan
111	Spectrogram 1	1	795.221315115	796.005937417	165.625	345.745	0.7846	180.120	-96.27	Moan
112	Spectrogram 1	1	922.262071276	922.855596456	184.375	384.615	0.5935	200.240	-95.09	Moan
113	Spectrogram 1	1	709.443882477	709.769871685	184.375	334.375	0.3260	150.000	-98.40	Moan
