Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Delta Time (s)	Delta Freq (Hz)	Avg Power Density (dB FS/Hz)	Annotation
33	Spectrogram 1	1	242.756299174	243.345340270	132.979	478.723	0.5890	345.744	-86.64	G rupe
34	Spectrogram 1	1	248.871811686	249.451720362	132.979	246.011	0.5799	113.032	-86.29	G rupe
35	Spectrogram 1	1	261.157596458	261.646180933	119.681	259.309	0.4886	139.628	-83.93	G rupe
36	Spectrogram 1	1	272.562102691	273.155709997	113.032	219.415	0.5936	106.383	-87.67	G rupe
37	Spectrogram 1	1	277.280337543	277.851113798	99.734	232.713	0.5708	132.979	-87.83	G rupe
38	Spectrogram 1	1	279.864812428	280.385360374	113.032	438.830	0.5205	325.798	-88.17	G rupe
39	Spectrogram 1	1	292.312142492	292.878352538	99.734	445.479	0.5662	345.745	-89.65	G rupe
40	Spectrogram 1	1	306.508295091	307.111034817	119.681	452.128	0.6027	332.447	-85.15	G rupe
41	Spectrogram 1	1	312.829305581	313.400081836	139.628	279.255	0.5708	139.627	-77.76	G rupe
42	Spectrogram 1	1	314.066748503	314.527935718	152.926	445.479	0.4612	292.553	-88.58	G rupe
43	Spectrogram 1	1	324.496165880	325.003015195	132.979	445.479	0.5068	312.500	-85.65	G rupe
44	Spectrogram 1	1	334.640804162	334.741260783	126.330	372.340	0.1005	246.010	-86.38	G rupe
45	Spectrogram 1	1	335.079160327	335.161352107	113.032	365.691	0.0822	252.659	-84.46	G rupe
46	Spectrogram 1	1	356.221506126	356.787716171	126.330	438.830	0.5662	312.500	-87.95	G rupe
47	Spectrogram 1	1	358.728355441	359.253469596	99.734	445.479	0.5251	345.745	-89.74	G rupe
48	Spectrogram 1	1	376.051603745	376.709137992	139.628	292.553	0.6575	152.925	-80.77	G rupe
49	Spectrogram 1	1	379.697185258	380.240564253	126.330	418.883	0.5434	292.553	-87.63	G rupe
50	Spectrogram 1	1	391.642620282	392.240793798	119.681	465.426	0.5982	345.745	-87.71	G rupe
51	Spectrogram 1	1	395.571270906	396.187709262	152.926	458.777	0.6164	305.851	-87.99	G rupe
52	Spectrogram 1	1	402.720809596	402.857795897	113.032	239.362	0.1370	126.330	-87.40	G rupe
53	Spectrogram 1	1	412.842210806	413.390156011	126.330	398.936	0.5479	272.606	-88.18	G rupe
54	Spectrogram 1	1	413.472347792	414.061388888	119.681	265.957	0.5890	146.276	-83.37	G rupe
55	Spectrogram 1	1	423.963612016	424.479593751	126.330	405.585	0.5160	279.255	-84.67	G rupe
56	Spectrogram 1	1	428.495038277	428.609193529	113.032	246.011	0.1142	132.979	-87.20	G rupe
57	Spectrogram 1	1	435.637524641	436.263095418	126.330	246.011	0.6256	119.681	-81.37	G rupe
58	Spectrogram 1	1	439.931506281	440.100456053	132.979	252.660	0.1689	119.681	-84.18	G rupe
59	Spectrogram 1	1	440.351597605	440.872145551	126.330	432.181	0.5205	305.851	-88.73	G rupe
60	Spectrogram 1	1	456.928475278	457.554046054	106.383	272.606	0.6256	166.223	-82.82	G rupe
61	Spectrogram 1	1	463.680753694	464.256096160	113.032	405.585	0.5753	292.553	-88.61	G rupe
62	Spectrogram 1	1	475.683433443	476.318136639	126.330	432.181	0.6347	305.851	-89.99	G rupe
63	Spectrogram 1	1	494.600360877	495.162004713	106.383	452.128	0.5616	345.745	-86.35	G rupe
64	Spectrogram 1	1	498.654379266	499.202324472	99.734	478.723	0.5479	378.989	-90.69	G rupe
65	Spectrogram 1	1	506.785689028	507.338200443	93.085	412.234	0.5525	319.149	-85.07	G rupe
66	Spectrogram 1	1	519.427232161	519.970611157	126.330	465.426	0.5434	339.096	-85.52	G rupe
67	Spectrogram 1	1	520.144127139	520.440930791	146.277	432.181	0.2968	285.904	-88.42	G rupe
68	Spectrogram 1	1	524.554345823	525.170784179	132.979	352.394	0.6164	219.415	-85.08	G rupe
69	Spectrogram 1	1	529.665274738	530.222352364	132.979	299.202	0.5571	166.223	-77.85	G rupe
70	Spectrogram 1	1	541.848116773	542.332135038	126.330	551.862	0.4840	425.532	-90.65	G rupe
71	Spectrogram 1	1	545.373230928	545.971404444	126.330	405.585	0.5982	279.255	-86.05	G rupe
72	Spectrogram 1	1	550.538990276	551.054972012	126.330	458.777	0.5160	332.447	-88.91	G rupe
73	Spectrogram 1	1	565.777966706	566.357875382	99.734	285.904	0.5799	186.170	-87.89	G rupe
74	Spectrogram 1	1	568.873847140	569.335034354	126.330	418.883	0.4612	292.553	-89.20	G rupe
75	Spectrogram 1	1	597.516969670	598.165371496	126.330	285.904	0.6484	159.574	-77.70	G rupe
76	Spectrogram 1	1	604.481409917	604.618396218	152.926	465.426	0.1370	312.500	-90.43	G rupe
77	Spectrogram 1	1	618.212196994	618.810370510	126.330	259.309	0.5982	132.979	-83.95	G rupe
78	Spectrogram 1	1	637.592391737	638.190565253	119.681	438.830	0.5982	319.149	-84.58	G rupe
79	Spectrogram 1	1	641.813315716	642.306466401	113.032	472.074	0.4932	359.042	-87.46	G rupe
80	Spectrogram 1	1	657.009522183	657.584864649	126.330	472.074	0.5753	345.744	-88.55	G rupe
81	Spectrogram 1	1	663.996757405	664.485341880	119.681	445.479	0.4886	325.798	-87.45	G rupe
82	Spectrogram 1	1	664.896300784	665.430547360	119.681	445.479	0.5342	325.798	-88.52	G rupe
83	Spectrogram 1	1	666.382065197	666.477955608	146.277	438.830	0.0959	292.553	-89.10	G rupe
84	Spectrogram 1	1	667.468823188	667.980238713	113.032	385.638	0.5114	272.606	-90.72	G rupe
85	Spectrogram 1	1	678.768234514	679.261385199	119.681	405.585	0.4932	285.904	-88.28	G rupe
86	Spectrogram 1	1	688.741508733	689.284887728	113.032	412.234	0.5434	299.202	-89.05	G rupe
87	Spectrogram 1	1	693.297774314	693.772660159	132.979	285.904	0.4749	152.925	-75.45	G rupe
88	Spectrogram 1	1	695.526084817	696.037500342	126.330	458.777	0.5114	332.447	-88.00	G rupe
89	Spectrogram 1	1	719.768147424	720.316092629	126.330	432.181	0.5479	305.851	-89.47	G rupe
90	Spectrogram 1	1	732.414734206	733.017473932	99.734	492.021	0.6027	392.287	-86.08	G rupe
91	Spectrogram 1	1	741.077766410	741.639410245	126.330	432.181	0.5616	305.851	-88.86	G rupe
92	Spectrogram 1	1	742.420232163	742.949912528	139.628	465.426	0.5297	325.798	-88.25	G rupe
93	Spectrogram 1	1	747.247652140	747.343542551	106.383	219.415	0.0959	113.032	-87.21	G rupe
94	Spectrogram 1	1	751.824668678	752.523298815	106.383	432.181	0.6986	325.798	-85.79	G rupe
95	Spectrogram 1	1	762.124223904	762.663036689	126.330	279.255	0.5388	152.925	-87.68	G rupe
96	Spectrogram 1	1	764.955274132	765.626507009	132.979	285.904	0.6712	152.925	-80.89	G rupe
97	Spectrogram 1	1	769.974472825	770.504153190	119.681	438.830	0.5297	319.149	-88.40	G rupe
98	Spectrogram 1	1	782.885828373	783.018248464	126.330	239.362	0.1324	113.032	-85.58	G rupe
99	Spectrogram 1	1	782.429207368	782.575326090	146.277	558.511	0.1461	412.234	-90.32	G rupe
100	Spectrogram 1	1	785.499446415	785.819081118	132.979	418.883	0.3196	285.904	-89.45	G rupe
101	Spectrogram 1	1	793.283282280	793.780999175	126.330	472.074	0.4977	345.744	-86.93	G rupe
102	Spectrogram 1	1	795.388305111	795.968213786	126.330	398.936	0.5799	272.606	-88.93	G rupe
103	Spectrogram 1	1	802.393805173	802.937184169	132.979	305.851	0.5434	172.872	-88.46	G rupe
104	Spectrogram 1	1	811.901254143	812.819062362	126.330	458.777	0.9178	332.447	-85.89	G rupe
105	Spectrogram 1	1	819.247211689	819.772325844	132.979	425.532	0.5251	292.553	-88.30	G rupe
106	Spectrogram 1	1	819.986937716	820.544015342	119.681	445.479	0.5571	325.798	-89.84	G rupe
107	Spectrogram 1	1	830.427973630	831.080941666	99.734	465.426	0.6530	365.692	-85.79	G rupe
108	Spectrogram 1	1	856.786677197	857.334622402	119.681	432.181	0.5479	312.500	-89.45	G rupe
109	Spectrogram 1	1	868.362213296	868.996916492	106.383	226.064	0.6347	119.681	-85.48	G rupe
110	Spectrogram 1	1	869.389610556	869.974085442	106.383	418.883	0.5845	312.500	-89.55	G rupe
111	Spectrogram 1	1	873.064669423	873.649144309	132.979	246.011	0.5845	113.032	-88.40	G rupe
112	Spectrogram 1	1	907.595742731	908.134555516	106.383	398.936	0.5388	292.553	-89.38	G rupe
113	Spectrogram 1	1	905.659669671	906.148254146	126.330	385.638	0.4886	259.308	-90.25	G rupe
114	Spectrogram 1	1	913.667584026	914.224661651	119.681	465.426	0.5571	345.745	-85.11	G rupe
115	Spectrogram 1	1	932.100493196	933.196383607	132.979	412.234	1.0959	279.255	-86.29	G rupe
116	Spectrogram 1	1	956.404808264	957.025812830	152.926	305.851	0.6210	152.925	-79.15	G rupe
117	Spectrogram 1	1	982.530563295	983.087640921	146.277	505.319	0.5571	359.042	-90.07	G rupe
118	Spectrogram 1	1	983.498599825	984.023713980	119.681	272.606	0.5251	152.925	-89.50	G rupe
119	Spectrogram 1	1	1005.805401343	1006.312250658	139.628	265.957	0.5068	126.329	-82.30	G rupe
120	Spectrogram 1	1	1003.316816868	1003.837364813	119.681	465.426	0.5205	345.745	-88.97	G rupe
121	Spectrogram 1	1	1007.804994988	1008.325542933	113.032	259.309	0.5205	146.277	-89.22	G rupe
122	Spectrogram 1	1	1018.615893915	1019.177537750	126.330	432.181	0.5616	305.851	-88.16	G rupe
123	Spectrogram 1	1	1024.003281549	1024.555792965	132.979	472.074	0.5525	339.095	-86.89	G rupe
124	Spectrogram 1	1	1029.659669554	1030.171085079	119.681	232.713	0.5114	113.032	-88.81	G rupe
125	Spectrogram 1	1	1038.842917611	1039.377164186	132.979	265.957	0.5342	132.978	-86.78	G rupe
126	Spectrogram 1	1	1056.171138147	1056.824106184	126.330	239.362	0.6530	113.032	-89.15	G rupe
127	Spectrogram 1	1	1061.683893547	1062.236404962	226.064	412.234	0.5525	186.170	-89.23	G rupe
128	Spectrogram 1	1	1064.460149254	1065.008094460	146.277	378.989	0.5479	232.712	-88.42	G rupe
129	Spectrogram 1	1	1067.438658079	1067.968338444	106.383	525.266	0.5297	418.883	-87.20	G rupe
130	Spectrogram 1	1	1078.060262300	1078.621906135	113.032	412.234	0.5616	299.202	-88.87	G rupe
131	Spectrogram 1	1	1084.346787291	1085.113910579	126.330	432.181	0.7671	305.851	-87.25	G rupe
132	Spectrogram 1	1	1090.893586255	1091.400435570	126.330	432.181	0.5068	305.851	-88.46	G rupe
133	Spectrogram 1	1	1108.881492956	1109.351812591	126.330	425.532	0.4703	299.202	-88.22	G rupe
134	Spectrogram 1	1	1112.251355970	1112.835830856	126.330	418.883	0.5845	292.553	-88.49	G rupe
135	Spectrogram 1	1	1115.980731512	1116.533242927	106.383	259.309	0.5525	152.926	-84.14	G rupe
136	Spectrogram 1	1	1117.761553429	1118.341462105	132.979	259.309	0.5799	126.330	-83.89	G rupe
137	Spectrogram 1	1	1135.185330179	1135.673914654	132.979	445.479	0.4886	312.500	-86.85	G rupe
138	Spectrogram 1	1	1139.874087676	1140.431165302	119.681	325.798	0.5571	206.117	-86.70	G rupe
139	Spectrogram 1	1	1144.782761052	1145.317007627	119.681	398.936	0.5342	279.255	-89.24	G rupe
140	Spectrogram 1	1	1140.463126349	1140.799273092	208.861	405.585	0.3361	196.724	-87.81	Growl B
141	Spectrogram 1	1	1145.790749654	1146.242804448	126.330	299.202	0.4521	172.872	-90.18	G rupe
142	Spectrogram 1	1	1162.450223430	1163.107757676	146.277	398.936	0.6575	252.659	-91.03	G rupe
143	Spectrogram 1	1	1172.843517148	1173.336667833	206.117	365.691	0.4932	159.574	-88.58	G rupe
144	Spectrogram 1	1	1182.147566215	1182.526561649	126.330	252.660	0.3790	126.330	-87.87	G rupe
