Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Delta Time (s)	Delta Freq (Hz)	Avg Power Density (dB FS/Hz)	Annotation
27	Spectrogram 1	1	302.276435743	302.778718848	113.032	418.883	0.5023	305.851	-95.20	G rupe
28	Spectrogram 1	1	313.920372159	314.390691793	132.979	452.128	0.4703	319.149	-97.11	G rupe
29	Spectrogram 1	1	325.683065947	326.208180103	119.681	472.074	0.5251	352.393	-96.39	G rupe
30	Spectrogram 1	1	326.500417546	327.048362751	132.979	438.830	0.5479	305.851	-92.89	G rupe
31	Spectrogram 1	1	340.431638206	340.956752361	132.979	472.074	0.5251	339.095	-95.33	G rupe
32	Spectrogram 1	1	342.171364233	342.764971539	113.032	259.309	0.5936	146.277	-92.85	G rupe
33	Spectrogram 1	1	352.087201597	352.717338583	113.032	259.309	0.6301	146.277	-89.92	G rupe
34	Spectrogram 1	1	353.804096574	354.479895661	106.383	1117.021	0.6758	1010.638	-94.55	G rupe
35	Spectrogram 1	1	360.551407067	361.039991542	126.330	538.564	0.4886	412.234	-96.82	G rupe
36	Spectrogram 1	1	364.598717922	365.091868606	126.330	418.883	0.4932	292.553	-96.64	G rupe
37	Spectrogram 1	1	372.590532102	373.019755846	126.330	239.362	0.4292	113.032	-92.34	G rupe
38	Spectrogram 1	1	377.744973354	378.425338651	126.330	458.777	0.6804	332.447	-89.96	G rupe
39	Spectrogram 1	1	380.582274459	381.185014185	146.277	445.479	0.6027	299.202	-96.70	G rupe
40	Spectrogram 1	1	389.672050705	390.174333810	106.383	252.660	0.5023	146.277	-94.00	G rupe
41	Spectrogram 1	1	390.329584951	391.521365773	132.979	272.606	1.1918	139.627	-92.65	G rupe
42	Spectrogram 1	1	399.503588721	399.960209726	132.979	472.074	0.4566	339.095	-97.74	G rupe
43	Spectrogram 1	1	404.861086694	405.468392630	132.979	458.777	0.6073	325.798	-91.54	G rupe
44	Spectrogram 1	1	410.104744581	410.625292526	126.330	259.309	0.5205	132.979	-94.28	G rupe
45	Spectrogram 1	1	427.820615303	428.528377860	106.383	445.479	0.7078	339.096	-92.60	G rupe
46	Spectrogram 1	1	435.469891906	435.995006062	272.606	432.181	0.5251	159.575	-103.44	G rupe
47	Spectrogram 1	1	453.407399354	453.959910770	126.330	252.660	0.5525	126.330	-87.40	G rupe
49	Spectrogram 1	1	477.158953956	477.798223362	126.330	438.830	0.6393	312.500	-92.50	G rupe
50	Spectrogram 1	1	479.583611490	480.090460805	99.734	252.660	0.5068	152.926	-89.68	G rupe
53	Spectrogram 1	1	494.094389749	494.624070114	119.681	425.532	0.5297	305.851	-96.52	G rupe
54	Spectrogram 1	1	496.525685148	496.973173733	152.926	398.936	0.4475	246.010	-99.23	G rupe
55	Spectrogram 1	1	499.210616655	499.699201130	146.277	472.074	0.4886	325.797	-97.26	G rupe
56	Spectrogram 1	1	500.750727118	501.266708853	119.681	239.362	0.5160	119.681	-89.33	G rupe
57	Spectrogram 1	1	502.787256798	503.540681456	126.330	817.819	0.7534	691.489	-93.87	G rupe
58	Spectrogram 1	1	510.753709461	511.242293936	119.681	458.777	0.4886	339.096	-97.12	G rupe
59	Spectrogram 1	1	517.350722011	517.939763107	126.330	438.830	0.5890	312.500	-96.74	G rupe
60	Spectrogram 1	1	518.227434340	518.725151235	132.979	252.660	0.4977	119.681	-89.81	G rupe
61	Spectrogram 1	1	524.418018284	524.920301389	126.330	438.830	0.5023	312.500	-96.21	G rupe
62	Spectrogram 1	1	529.923671015	530.667963252	126.330	724.734	0.7443	598.404	-93.87	G rupe
63	Spectrogram 1	1	547.251800578	547.731252633	119.681	438.830	0.4795	319.149	-96.73	G rupe
64	Spectrogram 1	1	564.561629683	565.050214158	126.330	465.426	0.4886	339.096	-97.10	G rupe
65	Spectrogram 1	1	571.097173936	571.243292657	152.926	432.181	0.1461	279.255	-97.23	G rupe
66	Spectrogram 1	1	574.076027552	574.623972757	126.330	551.862	0.5479	425.532	-98.22	G rupe
67	Spectrogram 1	1	588.326882915	589.011814422	113.032	398.936	0.6849	285.904	-94.68	G rupe
68	Spectrogram 1	1	595.615464837	596.131446572	126.330	472.074	0.5160	345.744	-96.90	G rupe
69	Spectrogram 1	1	603.744229407	604.251078722	232.713	372.340	0.5068	139.627	-100.27	G rupe
70	Spectrogram 1	1	605.410896073	605.913179178	113.032	285.904	0.5023	172.872	-90.08	G rupe
71	Spectrogram 1	1	607.684517599	608.268992485	106.383	385.638	0.5845	279.255	-91.66	G rupe
72	Spectrogram 1	1	619.325959460	619.809977725	325.798	658.245	0.4840	332.447	-102.70	G rupe
73	Spectrogram 1	1	621.430982291	621.956096446	119.681	458.777	0.5251	339.096	-96.66	G rupe
74	Spectrogram 1	1	631.920090466	632.554793662	113.032	452.128	0.6347	339.096	-92.59	G rupe
75	Spectrogram 1	1	629.769405534	630.372145260	132.979	272.606	0.6027	139.627	-94.45	G rupe
76	Spectrogram 1	1	638.236033736	638.765714101	345.745	465.426	0.5297	119.681	-94.41	G rupe
77	Spectrogram 1	1	639.797254671	640.185382525	212.766	339.096	0.3881	126.330	-98.76	G rupe
78	Spectrogram 1	1	640.852049191	641.281272936	126.330	252.660	0.4292	126.330	-93.08	G rupe
79	Spectrogram 1	1	646.622613635	647.129462950	146.277	226.064	0.5068	79.787	-95.24	G rupe
80	Spectrogram 1	1	654.865497544	655.408876539	332.447	458.777	0.5434	126.330	-100.25	G rupe
81	Spectrogram 1	1	655.436273800	655.915725855	159.574	432.181	0.4795	272.607	-100.15	G rupe
82	Spectrogram 1	1	658.145758553	658.643475448	152.926	458.777	0.4977	305.851	-97.98	G rupe
83	Spectrogram 1	1	657.214251703	657.775895539	152.926	438.830	0.5616	285.904	-99.15	G rupe
84	Spectrogram 1	1	670.075292929	670.554744983	126.330	418.883	0.4795	292.553	-96.64	G rupe
85	Spectrogram 1	1	678.393307854	678.868193698	139.628	405.585	0.4749	265.957	-97.03	G rupe
86	Spectrogram 1	1	686.056354911	686.576902856	119.681	425.532	0.5205	305.851	-97.37	G rupe
87	Spectrogram 1	1	688.143112901	688.645396006	126.330	272.606	0.5023	146.276	-88.59	G rupe
88	Spectrogram 1	1	689.720175945	690.368577771	106.383	478.723	0.6484	372.340	-96.23	G rupe
89	Spectrogram 1	1	708.447601819	708.945318714	106.383	259.309	0.4977	152.926	-87.82	G rupe
90	Spectrogram 1	1	711.928774452	712.572610068	93.085	871.011	0.6438	777.926	-91.90	G rupe
91	Spectrogram 1	1	713.900954291	714.325611825	239.362	365.691	0.4247	126.329	-97.12	G rupe
92	Spectrogram 1	1	724.705059136	725.243871921	106.383	452.128	0.5388	345.745	-91.21	G rupe
93	Spectrogram 1	1	728.031052450	728.565299025	119.681	398.936	0.5342	279.255	-91.66	G rupe
94	Spectrogram 1	1	735.018228597	735.657498003	119.681	771.277	0.6393	651.596	-96.16	G rupe
95	Spectrogram 1	1	742.268173271	742.802419847	126.330	611.702	0.5342	485.372	-97.38	G rupe
96	Spectrogram 1	1	747.009196976	747.648466383	119.681	478.723	0.6393	359.042	-93.49	G rupe
97	Spectrogram 1	1	760.920045230	761.641506417	119.681	578.457	0.7215	458.776	-93.46	G rupe
98	Spectrogram 1	1	777.428787745	778.072623362	106.383	890.957	0.6438	784.574	-97.44	G rupe
99	Spectrogram 1	1	780.622217322	782.677011842	86.436	984.043	2.0548	897.607	-86.56	G rupe
100	Spectrogram 1	1	786.623514999	787.102967054	126.330	259.309	0.4795	132.979	-93.89	G rupe
101	Spectrogram 1	1	808.806787900	809.267975115	139.628	398.936	0.4612	259.308	-96.95	G rupe
102	Spectrogram 1	1	812.979529905	813.486379220	139.628	452.128	0.5068	312.500	-97.70	G rupe
103	Spectrogram 1	1	814.440717119	814.938434014	139.628	445.479	0.4977	305.851	-97.31	G rupe
104	Spectrogram 1	1	818.786975105	819.307523050	139.628	412.234	0.5205	272.606	-97.29	G rupe
105	Spectrogram 1	1	829.031579592	829.689113839	119.681	432.181	0.6575	312.500	-93.10	G rupe
106	Spectrogram 1	1	832.129190581	832.731930307	139.628	458.777	0.6027	319.149	-97.03	G rupe
107	Spectrogram 1	1	836.007551664	836.450474039	312.500	425.532	0.4429	113.032	-102.94	G rupe
108	Spectrogram 1	1	842.091041122	842.670949798	126.330	452.128	0.5799	325.798	-96.87	G rupe
109	Spectrogram 1	1	840.515699466	841.314786224	299.202	445.479	0.7991	146.277	-105.64	G rupe
110	Spectrogram 1	1	847.457635604	847.987315969	106.383	305.851	0.5297	199.468	-91.18	G rupe
111	Spectrogram 1	1	846.462201814	847.233891311	119.681	964.096	0.7717	844.415	-97.37	G rupe
112	Spectrogram 1	1	862.222436959	862.747551114	292.553	412.234	0.5251	119.681	-104.22	G rupe
113	Spectrogram 1	1	864.813126809	865.383903065	119.681	458.777	0.5708	339.096	-97.34	G rupe
114	Spectrogram 1	1	876.762999298	877.489026695	113.032	924.202	0.7260	811.170	-95.48	G rupe
115	Spectrogram 1	1	892.257971360	892.778519306	126.330	472.074	0.5205	345.744	-97.47	G rupe
116	Spectrogram 1	1	894.326041611	894.828324716	132.979	538.564	0.5023	405.585	-99.12	G rupe
117	Spectrogram 1	1	911.403065827	912.083431124	99.734	425.532	0.6804	325.798	-92.84	G rupe
118	Spectrogram 1	1	914.938961157	915.464075312	146.277	445.479	0.5251	299.202	-100.93	G rupe
119	Spectrogram 1	1	916.770011385	917.212933759	219.415	458.777	0.4429	239.362	-101.54	G rupe
120	Spectrogram 1	1	919.431337864	919.961018229	132.979	505.319	0.5297	372.340	-97.88	G rupe
121	Spectrogram 1	1	920.413073024	920.897091289	126.330	485.372	0.4840	359.042	-97.29	G rupe
125	Spectrogram 1	1	927.895543334	928.393260229	202.514	516.760	0.4977	314.246	-105.74	G rupe
126	Spectrogram 1	1	931.362945513	931.933721769	111.732	432.961	0.5708	321.229	-89.82	G rupe
127	Spectrogram 1	1	932.002214919	932.719109896	125.698	439.944	0.7169	314.246	-93.26	G rupe
128	Spectrogram 1	1	934.056658363	934.549809048	139.665	509.777	0.4932	370.112	-98.80	G rupe
129	Spectrogram 1	1	937.453495736	938.174956924	97.765	817.039	0.7215	719.274	-94.79	G rupe
130	Spectrogram 1	1	936.599614458	937.147559663	118.715	460.894	0.5479	342.179	-98.52	G rupe
131	Spectrogram 1	1	938.266281125	938.663541398	146.648	614.525	0.3973	467.877	-101.01	G rupe
132	Spectrogram 1	1	938.837057380	939.421532266	125.698	544.693	0.5845	418.995	-99.23	G rupe
133	Spectrogram 1	1	944.267227725	944.888232291	125.698	467.877	0.6210	342.179	-97.22	G rupe
134	Spectrogram 1	1	955.215028559	955.676215774	258.380	391.061	0.4612	132.681	-104.93	G rupe
135	Spectrogram 1	1	956.429640431	957.132836778	125.698	796.089	0.7032	670.391	-94.32	G rupe
136	Spectrogram 1	1	961.403540848	961.942353634	118.715	467.877	0.5388	349.162	-97.50	G rupe
137	Spectrogram 1	1	976.948669398	977.702094055	111.732	907.821	0.7534	796.089	-93.56	G rupe
138	Spectrogram 1	1	980.897667110	981.354288114	132.682	474.860	0.4566	342.178	-98.41	G rupe
139	Spectrogram 1	1	997.977114058	998.351543281	314.246	439.944	0.3744	125.698	-103.68	G rupe
140	Spectrogram 1	1	999.104967939	999.625515884	118.715	523.743	0.5205	405.028	-98.72	G rupe
141	Spectrogram 1	1	1002.311745068	1002.850557854	97.765	439.944	0.5388	342.179	-96.98	G rupe
143	Spectrogram 1	1	1014.734431747	1015.369134944	109.756	689.024	0.6347	579.268	-94.35	G rupe
144	Spectrogram 1	1	1017.421083832	1017.873138627	329.268	463.415	0.4521	134.147	-104.48	G rupe
145	Spectrogram 1	1	1031.446159160	1031.998670576	115.854	475.610	0.5525	359.756	-89.91	G rupe
146	Spectrogram 1	1	1034.666985997	1035.393013394	109.756	951.220	0.7260	841.464	-95.44	G rupe
147	Spectrogram 1	1	1034.415844444	1034.511734855	134.146	451.220	0.0959	317.074	-96.65	G rupe
148	Spectrogram 1	1	1038.111557125	1038.773657582	134.146	445.122	0.6621	310.976	-91.65	G rupe
149	Spectrogram 1	1	1038.801054842	1039.298771737	310.976	426.829	0.4977	115.853	-101.32	G rupe
150	Spectrogram 1	1	1040.075027445	1040.595575390	134.146	487.805	0.5205	353.659	-96.82	G rupe
151	Spectrogram 1	1	1047.808639307	1048.315488623	121.951	475.610	0.5068	353.659	-89.75	G rupe
152	Spectrogram 1	1	1050.869720616	1051.330907830	317.073	451.220	0.4612	134.147	-100.16	G rupe
153	Spectrogram 1	1	1057.927884469	1058.868523738	103.659	743.902	0.9406	640.243	-96.05	G rupe
154	Spectrogram 1	1	1064.045480875	1064.561462610	115.854	500.000	0.5160	384.146	-98.94	G rupe
155	Spectrogram 1	1	1069.124755200	1069.599641045	304.878	463.415	0.4749	158.537	-101.33	G rupe
156	Spectrogram 1	1	1070.394161593	1070.905577118	134.146	469.512	0.5114	335.366	-97.91	G rupe
157	Spectrogram 1	1	1066.681833681	1067.088226375	262.195	402.439	0.4064	140.244	-104.35	G rupe
158	Spectrogram 1	1	1071.875262402	1072.363846877	331.461	460.674	0.4886	129.213	-100.63	G rupe
159	Spectrogram 1	1	1080.969604858	1081.695632256	95.506	561.798	0.7260	466.292	-94.02	G rupe
160	Spectrogram 1	1	1099.071459956	1099.578309271	112.360	477.528	0.5068	365.168	-97.66	G rupe
161	Spectrogram 1	1	1106.140899707	1106.825831214	112.360	786.517	0.6849	674.157	-96.22	G rupe
162	Spectrogram 1	1	1115.828425473	1116.554452870	106.742	460.674	0.7260	353.932	-96.87	G rupe
163	Spectrogram 1	1	1123.955083572	1124.745037910	112.360	438.202	0.7900	325.842	-93.78	G rupe
164	Spectrogram 1	1	1129.686974857	1130.189257962	129.213	438.202	0.5023	308.989	-96.95	G rupe
165	Spectrogram 1	1	1137.879702279	1138.546368946	134.831	438.202	0.6667	303.371	-92.55	G rupe
166	Spectrogram 1	1	1138.843172599	1139.304359814	129.213	466.292	0.4612	337.079	-97.72	G rupe
167	Spectrogram 1	1	1146.464700956	1147.044609632	129.213	432.584	0.5799	303.371	-97.63	G rupe
168	Spectrogram 1	1	1148.519495477	1149.076573103	151.685	460.674	0.5571	308.989	-99.50	G rupe
169	Spectrogram 1	1	1159.994482030	1160.537861025	134.831	443.820	0.5434	308.989	-97.74	G rupe
170	Spectrogram 1	1	1160.537861025	1161.076673811	117.978	455.056	0.5388	337.078	-97.01	G rupe
171	Spectrogram 1	1	1168.796515220	1169.376423895	123.596	550.562	0.5799	426.966	-98.72	G rupe
172	Spectrogram 1	1	1173.825633058	1174.268555432	235.955	398.876	0.4429	162.921	-99.51	G rupe
173	Spectrogram 1	1	1180.039048052	1180.500235267	168.539	376.404	0.4612	207.865	-99.53	G rupe
174	Spectrogram 1	1	1188.119691878	1188.631107403	129.213	488.764	0.5114	359.551	-97.28	G rupe
175	Spectrogram 1	1	1193.598369955	1194.301566302	112.360	820.225	0.7032	707.865	-93.31	G rupe
1	Spectrogram 1	1	55.845347230	56.196987537	314.516	505.319	0.3516	190.803	-92.70	Moan
2	Spectrogram 1	1	56.501971911	56.775645065	220.779	385.638	0.2737	164.859	-90.52	Moan
3	Spectrogram 1	1	57.055435518	57.351286980	266.234	415.584	0.2959	149.350	-87.42	Moan
4	Spectrogram 1	1	58.050599288	58.538501592	318.182	532.468	0.4879	214.286	-91.31	Moan
11	Spectrogram 1	1	153.857767687	154.419411523	212.766	425.532	0.5616	212.766	-90.94	Moan
12	Spectrogram 1	1	155.044982299	155.251278905	161.290	332.447	0.2063	171.157	-93.69	Moan
19	Spectrogram 1	1	235.705934631	236.285970602	153.226	345.745	0.5800	192.519	-97.80	Moan
24	Spectrogram 1	1	247.043169247	247.886131863	192.819	325.798	0.8430	132.979	-97.43	Moan
177	Spectrogram 1	1	923.318311600	923.542274719	250.000	471.642	0.2240	221.642	-93.91	Moan
52	Spectrogram 1	1	487.461234103	487.694110815	139.628	1243.351	0.2329	1103.723	-97.74	Rupe A
124	Spectrogram 1	1	920.039947857	920.223154390	132.682	1098.507	0.1832	965.825	-99.56	Rupe A
51	Spectrogram 1	1	484.896145209	485.624236274	150.418	1117.021	0.7281	966.603	-93.76	Rupe C
122	Spectrogram 1	1	921.535937795	922.183248933	155.224	829.851	0.6473	674.627	-96.61	Rupe C
123	Spectrogram 1	1	923.699844036	924.265783816	174.129	1235.821	0.5659	1061.692	-104.41	Rupe C
176	Spectrogram 1	1	922.361301074	923.089392139	131.343	1182.090	0.7281	1050.747	-99.83	Rupe C
178	Spectrogram 1	1	485.662389518	486.479504818	133.705	1108.635	0.8171	974.930	-97.16	Rupe C
179	Spectrogram 1	1	486.527196373	487.144007144	122.563	1164.345	0.6168	1041.782	-97.26	Rupe C
48	Spectrogram 1	1	458.404514979	458.791267996	119.681	2137.313	0.3868	2017.632	-99.29	Type 4 A
142	Spectrogram 1	1	1007.920768346	1008.240403049	132.682	1326.816	0.3196	1194.134	-102.63	Type 4 B
