Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Delta Time (s)	Delta Freq (Hz)	Avg Power Density (dB FS/Hz)	Annotation
25	Spectrogram 1	1	272.215957123	272.791299588	154.294	427.614	0.5753	273.321	-89.58	G rupe
26	Spectrogram 1	1	284.555525631	285.103470836	145.477	251.279	0.5479	105.802	-83.58	G rupe
27	Spectrogram 1	1	294.368730322	294.953205207	141.069	268.912	0.5845	127.843	-89.97	G rupe
28	Spectrogram 1	1	297.400693792	297.966903838	148.512	416.791	0.5662	268.279	-92.07	G rupe
29	Spectrogram 1	1	306.544727598	307.120070064	110.186	282.651	0.5753	172.465	-84.55	G rupe
30	Spectrogram 1	1	322.397791654	323.448019965	138.930	455.116	1.0502	316.186	-89.63	G rupe
31	Spectrogram 1	1	326.315599874	326.936604440	129.349	273.070	0.6210	143.721	-84.06	G rupe
32	Spectrogram 1	1	344.875207992	345.441418038	129.349	273.070	0.5662	143.721	-84.69	G rupe
33	Spectrogram 1	1	345.532742239	346.089819864	138.930	402.418	0.5571	263.488	-89.55	G rupe
34	Spectrogram 1	1	348.838678312	349.505344978	119.767	483.860	0.6667	364.093	-81.86	G rupe
35	Spectrogram 1	1	379.932898217	380.572167624	129.349	378.465	0.6393	249.116	-90.51	G rupe
36	Spectrogram 1	1	384.499108263	385.211437030	148.512	450.325	0.7123	301.814	-92.81	G rupe
37	Spectrogram 1	1	396.183628712	396.987281680	134.139	440.744	0.8037	306.605	-82.54	G rupe
38	Spectrogram 1	1	415.693784790	416.305656936	129.349	282.651	0.6119	153.302	-83.20	G rupe
39	Spectrogram 1	1	427.100208652	427.575094496	143.721	450.325	0.4749	306.605	-90.75	G rupe
40	Spectrogram 1	1	430.616190387	431.374181254	158.093	445.535	0.7580	287.442	-89.83	G rupe
41	Spectrogram 1	1	435.180739712	435.774347018	134.139	273.070	0.5936	138.930	-82.91	G rupe
42	Spectrogram 1	1	450.027581731	450.612056617	124.558	392.837	0.5845	268.279	-89.43	G rupe
43	Spectrogram 1	1	452.685115978	453.233061183	119.767	455.116	0.5479	335.349	-89.88	G rupe
44	Spectrogram 1	1	468.377920457	468.998925023	114.977	421.581	0.6210	306.605	-80.90	G rupe
45	Spectrogram 1	1	473.610797169	474.204404475	148.512	412.000	0.5936	263.488	-90.13	G rupe
46	Spectrogram 1	1	495.770234631	496.409504038	143.721	407.209	0.6393	263.488	-89.41	G rupe
47	Spectrogram 1	1	502.782271521	503.795970151	129.349	455.116	1.0137	325.767	-90.40	G rupe
48	Spectrogram 1	1	506.608755540	507.147568325	105.395	392.837	0.5388	287.442	-81.01	G rupe
49	Spectrogram 1	1	530.441895055	531.181621083	138.930	450.325	0.7397	311.395	-88.72	G rupe
50	Spectrogram 1	1	531.528653046	532.085730672	134.139	440.744	0.5571	306.605	-90.49	G rupe
51	Spectrogram 1	1	536.213584553	536.478424736	167.674	239.535	0.2648	71.860	-88.45	G rupe
52	Spectrogram 1	1	554.597136412	555.446451480	153.302	431.163	0.8493	277.860	-90.51	G rupe
53	Spectrogram 1	1	589.876508937	590.479248663	124.558	459.907	0.6027	335.349	-79.82	G rupe
54	Spectrogram 1	1	605.858239204	606.424449250	138.930	263.488	0.5662	124.558	-85.08	G rupe
55	Spectrogram 1	1	602.634494912	603.209837378	119.767	426.372	0.5753	306.605	-89.67	G rupe
56	Spectrogram 1	1	601.209837378	601.858239204	138.930	440.744	0.6484	301.814	-89.63	G rupe
57	Spectrogram 1	1	616.487595029	617.117732015	158.093	273.070	0.6301	114.977	-90.37	G rupe
58	Spectrogram 1	1	617.528690919	618.314079047	143.721	239.535	0.7854	95.814	-90.16	G rupe
59	Spectrogram 1	1	624.177092745	624.743302791	129.349	560.511	0.5662	431.163	-83.22	G rupe
60	Spectrogram 1	1	678.529108681	679.341894069	134.139	421.581	0.8128	287.442	-89.38	G rupe
61	Spectrogram 1	1	694.884455842	695.441533468	114.977	445.535	0.5571	330.558	-85.68	G rupe
62	Spectrogram 1	1	725.937986023	726.531593329	148.512	455.116	0.5936	306.605	-89.71	G rupe
63	Spectrogram 1	1	734.548233509	735.324489217	134.139	459.907	0.7763	325.767	-89.19	G rupe
64	Spectrogram 1	1	735.479740358	736.091612505	143.721	584.465	0.6119	440.744	-87.00	G rupe
65	Spectrogram 1	1	747.634986607	748.182931813	124.558	445.535	0.5479	320.977	-87.14	G rupe
66	Spectrogram 1	1	748.977452361	749.589324507	124.558	435.953	0.6119	311.395	-89.02	G rupe
67	Spectrogram 1	1	757.021417681	757.642422247	138.930	445.535	0.6210	306.605	-87.72	G rupe
68	Spectrogram 1	1	769.660754315	770.254361621	134.139	253.907	0.5936	119.767	-82.34	G rupe
69	Spectrogram 1	1	781.941350228	782.562354794	138.930	435.953	0.6210	297.023	-88.25	G rupe
70	Spectrogram 1	1	788.279249771	788.818062557	110.186	340.139	0.5388	229.953	-85.32	G rupe
71	Spectrogram 1	1	790.426175930	791.038048076	134.139	263.488	0.6119	129.349	-84.47	G rupe
72	Spectrogram 1	1	792.647045900	793.478096128	119.767	421.581	0.8311	301.814	-89.85	G rupe
73	Spectrogram 1	1	804.323282320	805.072140767	148.512	412.000	0.7489	263.488	-89.48	G rupe
74	Spectrogram 1	1	824.643719567	825.419975275	148.512	440.744	0.7763	292.232	-89.27	G rupe
75	Spectrogram 1	1	825.967920481	826.552395367	134.139	455.116	0.5845	320.977	-89.98	G rupe
76	Spectrogram 1	1	849.490592754	850.075067640	129.349	459.907	0.5845	330.558	-88.96	G rupe
77	Spectrogram 1	1	851.107031110	851.636711475	129.349	335.349	0.5297	206.000	-83.78	G rupe
78	Spectrogram 1	1	863.542878164	864.099955790	129.349	282.651	0.5571	153.302	-82.54	G rupe
79	Spectrogram 1	1	868.766622456	869.323700082	129.349	440.744	0.5571	311.395	-89.30	G rupe
80	Spectrogram 1	1	872.009439026	872.767429894	138.930	412.000	0.7580	273.070	-88.43	G rupe
81	Spectrogram 1	1	884.521734109	885.078811735	129.349	277.860	0.5571	148.512	-82.84	G rupe
82	Spectrogram 1	1	878.448674748	878.978355114	177.256	253.907	0.5297	76.651	-89.47	G rupe
83	Spectrogram 1	1	889.399253875	889.947199081	124.558	388.046	0.5479	263.488	-88.06	G rupe
84	Spectrogram 1	1	897.203344176	897.888275683	138.930	258.698	0.6849	119.767	-85.13	G rupe
85	Spectrogram 1	1	920.776614864	921.324560070	119.767	335.349	0.5479	215.581	-85.06	G rupe
86	Spectrogram 1	1	921.370222170	921.872505275	134.139	445.535	0.5023	311.395	-88.57	G rupe
87	Spectrogram 1	1	947.992908383	948.193821625	162.884	244.326	0.2009	81.442	-87.90	G rupe
88	Spectrogram 1	1	958.340748240	958.897825865	114.977	388.046	0.5571	273.070	-87.22	G rupe
89	Spectrogram 1	1	976.803992554	977.452394381	124.558	426.372	0.6484	301.814	-89.04	G rupe
90	Spectrogram 1	1	970.712668353	971.406732280	129.349	459.907	0.6941	330.558	-91.55	G rupe
91	Spectrogram 1	1	989.428376003	989.976321209	124.558	263.488	0.5479	138.930	-82.50	G rupe
92	Spectrogram 1	1	1006.400603746	1006.893754431	134.139	268.279	0.4932	134.139	-83.02	G rupe
93	Spectrogram 1	1	1008.254485025	1008.875489591	119.767	440.744	0.6210	320.977	-88.94	G rupe
94	Spectrogram 1	1	1030.108284397	1030.674494443	124.558	474.279	0.5662	349.721	-87.23	G rupe
95	Spectrogram 1	1	1031.587736452	1032.190476178	114.977	440.744	0.6027	325.767	-88.91	G rupe
96	Spectrogram 1	1	1050.081761802	1050.684501528	105.395	421.581	0.6027	316.186	-87.16	G rupe
97	Spectrogram 1	1	1070.520920511	1071.160189918	138.930	249.116	0.6393	110.186	-84.35	G rupe
98	Spectrogram 1	1	1081.856753170	1082.422963215	105.395	464.698	0.5662	359.302	-89.48	G rupe
99	Spectrogram 1	1	1096.217108766	1096.783318812	119.767	435.953	0.5662	316.186	-87.74	G rupe
100	Spectrogram 1	1	1106.833984455	1107.190148839	162.884	297.023	0.3562	134.139	-86.68	G rupe
101	Spectrogram 1	1	1122.070980260	1122.710249666	110.186	234.744	0.6393	124.558	-86.14	G rupe
102	Spectrogram 1	1	1124.828971127	1125.349519072	148.512	253.907	0.5205	105.395	-82.71	G rupe
103	Spectrogram 1	1	1146.265255514	1146.776671039	129.349	268.279	0.5114	138.930	-81.79	G rupe
104	Spectrogram 1	1	1149.479870610	1150.046080656	143.721	359.302	0.5662	215.581	-89.28	G rupe
105	Spectrogram 1	1	1151.790372894	1152.402245040	134.139	258.698	0.6119	124.558	-86.67	G rupe
106	Spectrogram 1	1	1163.912470014	1164.478680059	138.930	488.651	0.5662	349.721	-88.85	G rupe
107	Spectrogram 1	1	1175.540540115	1176.134147421	119.767	253.907	0.5936	134.139	-85.81	G rupe
108	Spectrogram 1	1	1188.255296086	1188.821506132	138.930	431.163	0.5662	292.232	-89.46	G rupe
