Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Delta Time (s)	Delta Freq (Hz)	Avg Power Density (dB FS/Hz)	Annotation
47	Spectrogram 1	1	264.441992447	264.930576922	192.819	339.096	0.4886	146.277	-97.93	G rupe
48	Spectrogram 1	1	269.224144862	269.726427967	132.979	664.894	0.5023	531.915	-92.98	G rupe
49	Spectrogram 1	1	274.894612062	275.387762747	332.447	445.479	0.4932	113.032	-99.26	G rupe
50	Spectrogram 1	1	280.336394898	281.071554715	126.330	458.777	0.7352	332.447	-91.57	G rupe
51	Spectrogram 1	1	290.875772503	291.419151499	139.628	465.426	0.5434	325.798	-94.05	G rupe
52	Spectrogram 1	1	340.641545497	341.244285223	119.681	505.319	0.6027	385.638	-87.82	G rupe
53	Spectrogram 1	1	348.085460420	348.542081425	146.277	445.479	0.4566	299.202	-94.97	G rupe
54	Spectrogram 1	1	366.109794971	366.895183099	113.032	771.277	0.7854	658.245	-91.85	
55	Spectrogram 1	1	370.889869167	371.405850902	146.277	465.426	0.5160	319.149	-96.21	G rupe
56	Spectrogram 1	1	386.243754475	386.855626621	106.383	465.426	0.6119	359.043	-82.98	G rupe
57	Spectrogram 1	1	400.795691172	401.261444597	226.064	425.532	0.4658	199.468	-98.15	G rupe
58	Spectrogram 1	1	408.769214637	409.244100481	106.383	279.255	0.4749	172.872	-86.00	G rupe
59	Spectrogram 1	1	417.763117072	418.279098807	126.330	465.426	0.5160	339.096	-92.35	G rupe
60	Spectrogram 1	1	440.088109676	440.535598260	126.330	458.777	0.4475	332.447	-89.01	G rupe
61	Spectrogram 1	1	459.238219889	459.777032675	132.979	485.372	0.5388	352.394	-88.92	G rupe
62	Spectrogram 1	1	461.739755273	462.228339748	319.149	445.479	0.4886	126.330	-100.62	G rupe
63	Spectrogram 1	1	477.312408890	477.549851812	119.681	405.585	0.2374	285.904	-92.92	G rupe
64	Spectrogram 1	1	478.321541310	478.874052726	99.734	664.894	0.5525	565.160	-89.05	G rupe
65	Spectrogram 1	1	486.797383791	487.614735390	73.138	525.266	0.8174	452.128	-85.29	G rupe
66	Spectrogram 1	1	488.833913472	489.272261390	285.904	425.532	0.4383	139.628	-98.93	G rupe
67	Spectrogram 1	1	500.331465421	500.925072727	106.383	551.862	0.5936	445.479	-89.47	G rupe
68	Spectrogram 1	1	505.088705677	505.399207961	132.979	438.830	0.3105	305.851	-93.26	G rupe
69	Spectrogram 1	1	506.718435781	507.252682356	279.255	445.479	0.5342	166.223	-101.21	G rupe
70	Spectrogram 1	1	507.371403818	507.709303361	285.904	438.830	0.3379	152.926	-99.09	G rupe
71	Spectrogram 1	1	527.297395878	527.840774873	126.330	252.660	0.5434	126.330	-86.53	G rupe
72	Spectrogram 1	1	539.413802351	539.884121986	239.362	412.234	0.4703	172.872	-97.70	G rupe
73	Spectrogram 1	1	550.058256655	550.519443870	113.032	252.660	0.4612	139.628	-86.17	G rupe
74	Spectrogram 1	1	553.895577452	554.493377191	139.628	472.074	0.5978	332.447	-95.36	G rupe
75	Spectrogram 1	1	557.342318315	557.840035210	345.745	478.723	0.4977	132.979	-100.30	G rupe
76	Spectrogram 1	1	559.680217858	560.419943885	126.330	498.670	0.7397	372.340	-88.90	G rupe
77	Spectrogram 1	1	579.190275032	580.012192840	119.681	498.670	0.8219	378.989	-88.52	G rupe
78	Spectrogram 1	1	620.987090771	621.484807666	259.309	438.830	0.4977	179.521	-100.74	G rupe
79	Spectrogram 1	1	623.673690724	624.376887071	139.628	465.426	0.7032	325.798	-95.84	G rupe
80	Spectrogram 1	1	640.874029248	641.581791805	119.681	458.777	0.7078	339.096	-89.58	G rupe
81	Spectrogram 1	1	658.565102289	659.227202746	119.681	472.074	0.6621	352.394	-90.89	G rupe
82	Spectrogram 1	1	678.972588711	679.652954008	139.628	485.372	0.6804	345.745	-89.34	G rupe
83	Spectrogram 1	1	685.396160575	685.875612630	93.085	478.723	0.4795	385.638	-86.38	G rupe
84	Spectrogram 1	1	700.416748461	701.133643439	106.383	458.777	0.7169	352.394	-90.83	G rupe
85	Spectrogram 1	1	701.731335358	702.169691522	312.500	398.936	0.4384	86.436	-102.09	G rupe
86	Spectrogram 1	1	704.879194349	705.536728596	99.734	478.723	0.6575	378.989	-89.66	G rupe
87	Spectrogram 1	1	707.705337063	708.303510579	119.681	412.234	0.5982	292.553	-94.56	G rupe
88	Spectrogram 1	1	710.382807952	710.830296536	99.734	458.777	0.4475	359.043	-94.95	G rupe
89	Spectrogram 1	1	715.712905572	716.265416988	119.681	239.362	0.5525	119.681	-89.31	G rupe
90	Spectrogram 1	1	726.332414696	726.839264011	99.734	478.723	0.5068	378.989	-89.90	G rupe
91	Spectrogram 1	1	724.451136157	724.524195518	113.032	405.585	0.0731	292.553	-89.59	G rupe
92	Spectrogram 1	1	728.149766294	728.921455792	132.979	478.723	0.7717	345.745	-90.42	G rupe
93	Spectrogram 1	1	733.942791399	734.568362175	132.979	478.723	0.6256	345.745	-96.37	G rupe
94	Spectrogram 1	1	734.915394139	735.572928385	113.032	432.181	0.6575	319.149	-94.05	G rupe
95	Spectrogram 1	1	736.700782267	737.390279983	99.734	465.426	0.6895	365.691	-93.23	G rupe
96	Spectrogram 1	1	746.566456960	747.306182987	119.681	498.670	0.7397	378.989	-88.73	G rupe
97	Spectrogram 1	1	762.515653931	763.122959867	113.032	272.606	0.6073	159.574	-90.35	G rupe
98	Spectrogram 1	1	767.336824018	768.044586575	99.734	671.543	0.7078	571.809	-89.40	G rupe
99	Spectrogram 1	1	782.754262405	783.274810350	119.681	472.074	0.5205	352.394	-91.79	G rupe
100	Spectrogram 1	1	787.673329298	788.175612403	132.979	432.181	0.5023	299.202	-95.74	G rupe
101	Spectrogram 1	1	790.828242491	791.083950253	192.819	319.149	0.2557	126.330	-95.74	G rupe
102	Spectrogram 1	1	791.440114637	792.047420573	292.553	485.372	0.6073	192.819	-100.77	G rupe
103	Spectrogram 1	1	803.024762526	803.645767092	113.032	625.000	0.6210	511.968	-93.13	G rupe
104	Spectrogram 1	1	807.715592370	808.423354927	139.628	378.989	0.7078	239.362	-95.62	
105	Spectrogram 1	1	811.551202891	812.067184626	126.330	438.830	0.5160	312.500	-95.69	G rupe
106	Spectrogram 1	1	813.513929777	813.605253978	126.330	418.883	0.0913	292.553	-95.13	G rupe
107	Spectrogram 1	1	813.906623841	814.007080462	126.330	452.128	0.1005	325.798	-96.01	G rupe
108	Spectrogram 1	1	816.216716351	816.632241465	319.149	492.021	0.4155	172.872	-103.14	G rupe
109	Spectrogram 1	1	820.321063285	820.869008490	106.383	472.074	0.5479	365.691	-91.01	G rupe
110	Spectrogram 1	1	823.019283649	823.594626115	126.330	412.234	0.5753	285.904	-94.87	G rupe
111	Spectrogram 1	1	823.905128398	824.430242553	139.628	438.830	0.5251	299.202	-96.01	G rupe
112	Spectrogram 1	1	827.335682639	827.700979443	206.117	372.340	0.3653	166.223	-96.73	G rupe
113	Spectrogram 1	1	837.902475461	838.573708338	113.032	498.670	0.6712	385.638	-89.14	G rupe
114	Spectrogram 1	1	838.833982310	839.308868155	139.628	452.128	0.4749	312.500	-95.12	G rupe
115	Spectrogram 1	1	845.707387102	846.250766098	146.277	405.585	0.5434	259.309	-98.85	G rupe
116	Spectrogram 1	1	858.513287005	859.134291571	126.330	545.213	0.6210	418.883	-89.64	G rupe
117	Spectrogram 1	1	859.262145453	859.910547279	113.032	252.660	0.6484	139.628	-89.20	G rupe
118	Spectrogram 1	1	874.779778623	875.396216979	132.979	438.830	0.6164	305.851	-96.41	G rupe
119	Spectrogram 1	1	883.490541193	884.043052608	126.330	458.777	0.5525	332.447	-92.99	G rupe
120	Spectrogram 1	1	888.168079480	888.569905964	285.904	392.287	0.4018	106.383	-99.70	G rupe
121	Spectrogram 1	1	908.169173208	908.251364989	192.819	345.745	0.0822	152.926	-96.60	G rupe
122	Spectrogram 1	1	913.547349097	914.122691563	119.681	465.426	0.5753	345.745	-89.53	G rupe
123	Spectrogram 1	1	928.553900404	929.079014559	113.032	418.883	0.5251	305.851	-95.03	G rupe
124	Spectrogram 1	1	932.181139626	932.820409033	106.383	618.351	0.6393	511.968	-89.97	G rupe
125	Spectrogram 1	1	943.101680664	943.435013997	325.798	438.830	0.3333	113.032	-101.77	G rupe
126	Spectrogram 1	1	949.628125316	950.208033992	126.330	478.723	0.5799	352.394	-90.29	G rupe
127	Spectrogram 1	1	951.956482667	952.577487233	119.681	644.947	0.6210	525.266	-90.26	G rupe
128	Spectrogram 1	1	968.257205988	969.088256216	99.734	704.787	0.8311	605.053	-89.53	G rupe
129	Spectrogram 1	1	969.832548454	970.503781331	106.383	638.298	0.6712	531.915	-90.81	G rupe
130	Spectrogram 1	1	973.167284108	973.683265844	73.138	658.245	0.5160	585.106	-86.94	G rupe
131	Spectrogram 1	1	980.490327528	980.951514742	299.202	418.883	0.4612	119.681	-99.39	G rupe
132	Spectrogram 1	1	993.490500531	994.074975417	113.032	492.021	0.5845	378.989	-82.21	G rupe
133	Spectrogram 1	1	1005.897064365	1005.997520986	272.606	432.181	0.1005	159.574	-96.36	G rupe
134	Spectrogram 1	1	1061.335510332	1061.906286587	113.032	478.723	0.5708	365.691	-87.02	G rupe
135	Spectrogram 1	1	1060.362907592	1060.956514898	99.734	458.777	0.5936	359.043	-94.36	G rupe
136	Spectrogram 1	1	1096.833818060	1097.381763266	119.681	246.011	0.5479	126.330	-87.53	G rupe
137	Spectrogram 1	1	1106.172638328	1106.816473945	106.383	625.000	0.6438	518.617	-87.94	G rupe
138	Spectrogram 1	1	1156.472603597	1157.143836474	86.436	485.372	0.6712	398.936	-85.30	G rupe
139	Spectrogram 1	1	1165.829031196	1166.335880511	126.330	465.426	0.5068	339.096	-96.29	G rupe
140	Spectrogram 1	1	1181.162127760	1181.646146025	99.734	425.532	0.4840	325.798	-80.57	G rupe
141	Spectrogram 1	1	1182.175826391	1182.787698537	106.383	671.543	0.6119	565.160	-87.53	G rupe
142	Spectrogram 1	1	1187.658758985	1188.174740720	119.681	259.309	0.5160	139.628	-89.73	G rupe
143	Spectrogram 1	1	1199.241667099	1199.931164816	106.383	525.266	0.6895	418.883	-89.17	G rupe
