Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Delta Time (s)	Delta Freq (Hz)	Avg Power Density (dB FS/Hz)	Annotation
46	Spectrogram 1	1	859.633396614	860.400519902	119.681	438.830	0.7671	319.149	-94.59	G rupe
47	Spectrogram 1	1	871.718185773	872.613162942	106.383	492.021	0.8950	385.638	-89.31	G rupe
48	Spectrogram 1	1	878.406487767	879.201008315	106.383	265.957	0.7945	159.574	-90.07	G rupe
49	Spectrogram 1	1	887.619481300	888.286147967	119.681	452.128	0.6667	332.447	-89.41	G rupe
50	Spectrogram 1	1	892.082039325	892.739573572	119.681	239.362	0.6575	119.681	-91.41	G rupe
51	Spectrogram 1	1	926.692571186	927.450562053	119.681	438.830	0.7580	319.149	-93.07	G rupe
52	Spectrogram 1	1	933.077008904	933.679748630	106.383	226.064	0.6027	119.681	-91.37	G rupe
53	Spectrogram 1	1	947.659092342	948.161375447	106.383	252.660	0.5023	146.277	-92.61	G rupe
54	Spectrogram 1	1	954.648836320	955.352032667	106.383	226.064	0.7032	119.681	-90.17	G rupe
55	Spectrogram 1	1	971.077317800	971.680057526	132.979	425.532	0.6027	292.553	-89.17	G rupe
56	Spectrogram 1	1	971.753116887	972.282797252	132.979	438.830	0.5297	305.851	-93.96	G rupe
57	Spectrogram 1	1	988.549461704	989.170466271	119.681	465.426	0.6210	345.745	-88.93	G rupe
58	Spectrogram 1	1	1024.157076537	1025.006391606	106.383	265.957	0.8493	159.574	-88.97	G rupe
59	Spectrogram 1	1	1030.016822715	1030.692621802	132.979	438.830	0.6758	305.851	-95.02	G rupe
60	Spectrogram 1	1	1038.063360889	1038.611306095	119.681	438.830	0.5479	319.149	-96.41	G rupe
61	Spectrogram 1	1	1048.874672182	1049.760516931	132.979	518.617	0.8858	385.638	-93.49	G rupe
62	Spectrogram 1	1	1054.387314275	1055.044848521	93.085	531.915	0.6575	438.830	-87.78	G rupe
63	Spectrogram 1	1	1072.817589180	1073.566447627	119.681	492.021	0.7489	372.340	-91.61	G rupe
64	Spectrogram 1	1	1075.986538592	1076.525351378	132.979	438.830	0.5388	305.851	-95.01	G rupe
65	Spectrogram 1	1	1076.543616218	1077.310739505	132.979	492.021	0.7671	359.043	-92.58	G rupe
66	Spectrogram 1	1	1094.496439104	1095.227032711	132.979	465.426	0.7306	332.447	-94.73	G rupe
67	Spectrogram 1	1	1116.510766280	1117.131770846	132.979	478.723	0.6210	345.745	-95.19	G rupe
68	Spectrogram 1	1	1155.607037709	1156.264571956	132.979	478.723	0.6575	345.745	-90.74	G rupe
69	Spectrogram 1	1	1159.898429922	1160.473772388	119.681	425.532	0.5753	305.851	-93.71	G rupe
70	Spectrogram 1	1	1170.190842452	1170.839244279	119.681	465.426	0.6484	345.745	-91.86	G rupe
