Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Delta Time (s)	Delta Freq (Hz)	Avg Power Density (dB FS/Hz)	Annotation
30	Spectrogram 1	1	152.612748945	152.694940726	59.172	299.202	0.0822	240.030	-95.09	Rupe A
31	Spectrogram 1	1	151.032840269	151.087634790	59.840	365.691	0.0548	305.851	-96.14	Rupe A
32	Spectrogram 1	1	187.452116221	187.575403892	62.130	423.077	0.1233	360.947	-95.94	Rupe A
33	Spectrogram 1	1	187.858508915	188.059422157	62.130	418.883	0.2009	356.753	-93.03	Rupe A
34	Spectrogram 1	1	188.424718961	188.579407539	50.296	449.704	0.1547	399.408	-88.77	Rupe A
35	Spectrogram 1	1	192.407718179	193.179407677	121.302	432.181	0.7717	310.879	-97.46	G rupe
36	Spectrogram 1	1	193.544704481	193.686256992	76.923	392.287	0.1416	315.364	-95.83	Rupe A
37	Spectrogram 1	1	205.572107033	206.357495161	97.633	420.118	0.7854	322.485	-98.03	Guttural rupe
38	Spectrogram 1	1	207.289003909	207.435124838	62.130	325.798	0.1461	263.668	-93.03	Rupe A
39	Spectrogram 1	1	213.675463479	213.780486310	65.089	246.011	0.1050	180.922	-95.10	Rupe A
40	Spectrogram 1	1	215.127518274	215.209710054	62.130	357.988	0.0822	295.858	-95.15	Rupe A
41	Spectrogram 1	1	217.154915534	217.277435326	53.254	325.798	0.1225	272.544	-94.45	Rupe A
42	Spectrogram 1	1	304.416862318	305.206816655	97.633	375.740	0.7900	278.107	-98.43	Guttural rupe
43	Spectrogram 1	1	317.875567910	317.948627271	62.130	319.149	0.0731	257.019	-96.43	Rupe A
44	Spectrogram 1	1	318.341321335	319.113010832	94.675	405.325	0.7717	310.651	-97.72	G rupe
45	Spectrogram 1	1	323.707864242	323.776357392	85.799	405.585	0.0685	319.786	-98.88	Rupe A
46	Spectrogram 1	1	324.520649630	324.589142780	59.840	365.691	0.0685	305.851	-97.49	Rupe A
47	Spectrogram 1	1	325.415626799	325.482218731	97.633	392.287	0.0666	294.654	-98.14	Rupe A
48	Spectrogram 1	1	328.981789486	329.067221141	53.191	418.883	0.0854	365.692	-92.74	Rupe A
49	Spectrogram 1	1	374.618658461	374.673452981	103.550	711.436	0.0548	607.886	-95.53	Rupe A
50	Spectrogram 1	1	375.792174442	375.828704123	85.799	299.202	0.0365	213.403	-96.89	Rupe A
51	Spectrogram 1	1	382.076490865	382.126719176	82.840	419.622	0.0502	336.782	-97.37	Rupe A
52	Spectrogram 1	1	381.734025112	381.770554792	88.757	390.071	0.0365	301.314	-99.43	Rupe A
53	Spectrogram 1	1	382.998865294	383.162756100	56.213	490.544	0.1639	434.331	-95.97	Rupe A
54	Spectrogram 1	1	383.973156459	384.032517190	103.550	602.837	0.0594	499.287	-100.95	Rupe A
55	Spectrogram 1	1	383.530234085	383.580462395	97.633	537.825	0.0502	440.192	-99.41	Rupe A
56	Spectrogram 1	1	384.950325409	385.005119929	76.923	336.879	0.0548	259.956	-97.23	Rupe A
57	Spectrogram 1	1	386.401972585	386.461333316	79.882	230.496	0.0594	150.614	-95.04	Rupe A
58	Spectrogram 1	1	408.551014379	408.725556937	59.172	455.083	0.1745	395.911	-93.27	Rupe A
59	Spectrogram 1	1	409.103525795	409.162274686	65.089	366.430	0.0587	301.341	-97.02	Rupe A
60	Spectrogram 1	1	409.957407073	410.039598854	71.006	342.790	0.0822	271.784	-97.71	Rupe A
61	Spectrogram 1	1	408.226813466	408.254210726	65.012	271.868	0.0274	206.856	-93.86	Rupe A
62	Spectrogram 1	1	413.264553338	413.351311329	65.089	372.340	0.0868	307.251	-94.26	Rupe A
63	Spectrogram 1	1	413.638982562	413.734872973	41.371	413.712	0.0959	372.341	-85.12	Rupe A
64	Spectrogram 1	1	435.135056319	435.157887370	79.882	508.274	0.0228	428.392	-91.47	Rupe A
65	Spectrogram 1	1	440.186566644	440.277890845	47.281	407.801	0.0913	360.520	-92.73	Rupe A
66	Spectrogram 1	1	441.866931941	442.003918243	59.102	437.352	0.1370	378.250	-92.09	Rupe A
67	Spectrogram 1	1	442.742966730	442.936312054	56.213	508.274	0.1933	452.061	-93.78	Rupe A
68	Spectrogram 1	1	446.023393275	446.182233326	56.213	472.813	0.1588	416.600	-92.53	Rupe A
69	Spectrogram 1	1	446.945767704	447.055356745	53.191	384.161	0.1096	330.970	-93.46	Rupe A
70	Spectrogram 1	1	450.582160533	450.641521264	65.012	342.790	0.0594	277.778	-94.96	Rupe A
71	Spectrogram 1	1	452.262525830	452.303621720	100.592	460.993	0.0411	360.401	-97.35	Rupe A
72	Spectrogram 1	1	468.754405085	468.832030655	65.012	384.161	0.0776	319.149	-94.87	Rupe A
73	Spectrogram 1	1	468.384542071	468.457601432	88.757	325.059	0.0731	236.302	-98.75	Rupe A
74	Spectrogram 1	1	496.397880355	496.658622446	59.172	466.903	0.2607	407.731	-94.74	Rupe A
75	Spectrogram 1	1	497.703816428	497.763177159	88.757	443.262	0.0594	354.505	-98.98	Rupe A
76	Spectrogram 1	1	498.133040172	498.178702273	82.840	437.352	0.0457	354.512	-96.71	Rupe A
77	Spectrogram 1	1	499.009752501	499.091944282	76.923	395.981	0.0822	319.058	-98.77	Rupe A
78	Spectrogram 1	1	499.457241086	499.512035606	85.799	531.915	0.0548	446.116	-99.79	Rupe A
79	Spectrogram 1	1	500.739494183	500.785156284	65.089	224.586	0.0457	159.497	-93.81	Rupe A
80	Spectrogram 1	1	509.155821568	509.256278189	65.089	277.778	0.1005	212.689	-95.83	Rupe A
81	Spectrogram 1	1	510.585045313	510.667380814	65.089	378.251	0.0823	313.162	-95.82	Rupe A
82	Spectrogram 1	1	514.106875575	514.234729456	68.047	372.340	0.1279	304.293	-95.23	Rupe A
83	Spectrogram 1	1	514.554364160	514.695916671	62.130	366.430	0.1416	304.300	-96.30	Rupe A
84	Spectrogram 1	1	555.494593731	555.695506973	56.213	354.610	0.2009	298.397	-96.84	Rupe A
85	Spectrogram 1	1	553.526557202	553.585917932	53.191	354.610	0.0594	301.419	-98.03	Rupe A
86	Spectrogram 1	1	557.149215489	557.235973480	53.191	289.598	0.0868	236.407	-97.62	Rupe A
87	Spectrogram 1	1	615.686418970	615.878199792	65.012	425.532	0.1918	360.520	-96.85	Rupe A
88	Spectrogram 1	1	692.188254386	692.297843427	65.012	366.430	0.1096	301.418	-96.30	Rupe A
89	Spectrogram 1	1	692.622044341	692.786427902	59.102	378.251	0.1644	319.149	-94.59	Rupe A
90	Spectrogram 1	1	696.602964264	696.644060154	71.006	372.340	0.0411	301.334	-99.33	Rupe A
91	Spectrogram 1	1	697.552735953	697.589265633	62.130	301.418	0.0365	239.288	-96.38	Rupe A
92	Spectrogram 1	1	717.087844261	717.297889923	91.716	387.574	0.2100	295.858	-100.27	Rupe A
93	Spectrogram 1	1	723.303702236	723.349364337	73.964	271.868	0.0457	197.904	-96.58	Rupe A
94	Spectrogram 1	1	723.837948812	723.892743332	65.012	354.610	0.0548	289.598	-95.93	Rupe A
95	Spectrogram 1	1	771.516273937	771.689789919	59.102	502.364	0.1735	443.262	-96.78	Rupe A
96	Spectrogram 1	1	791.325354848	791.371016948	79.882	295.508	0.0457	215.626	-96.01	Rupe A
97	Spectrogram 1	1	793.498872987	793.539968877	73.964	390.071	0.0411	316.107	-98.51	Rupe A
98	Spectrogram 1	1	793.834908268	793.888865103	59.172	401.891	0.0540	342.719	-96.98	Rupe A
99	Spectrogram 1	1	794.777411800	794.859603580	68.047	354.610	0.0822	286.563	-97.49	Rupe A
100	Spectrogram 1	1	795.466909516	795.530836457	61.983	268.595	0.0639	206.612	-95.23	Rupe A
101	Spectrogram 1	1	796.906437804	796.947533694	48.209	323.691	0.0411	275.482	-97.41	Rupe A
102	Spectrogram 1	1	799.440684379	799.513743740	61.983	371.901	0.0731	309.918	-95.06	Rupe A
103	Spectrogram 1	1	800.509177530	800.609634151	61.983	392.562	0.1005	330.579	-95.99	Rupe A
104	Spectrogram 1	1	807.208238533	807.335706422	65.089	351.240	0.1275	286.151	-92.72	Rupe A
105	Spectrogram 1	1	807.984494241	808.107781912	50.296	378.788	0.1233	328.492	-91.39	Rupe A
106	Spectrogram 1	1	867.738370933	867.838827554	61.983	296.143	0.1005	234.160	-94.10	Rupe A
107	Spectrogram 1	1	868.537457691	868.660745363	53.254	413.223	0.1233	359.969	-94.64	Rupe A
108	Spectrogram 1	1	869.135631207	869.290882349	68.871	351.240	0.1553	282.369	-93.14	Rupe A
109	Spectrogram 1	1	871.656181914	872.199560909	75.758	433.884	0.5434	358.126	-99.01	Guttural rupe
110	Spectrogram 1	1	889.330335102	890.152252910	82.840	392.562	0.8219	309.722	-97.34	Guttural rupe
111	Spectrogram 1	1	892.354855785	892.423348936	61.983	420.110	0.0685	358.127	-97.74	Rupe A
112	Spectrogram 1	1	904.825162756	905.500961843	88.757	495.868	0.6758	407.111	-98.21	Guttural rupe
113	Spectrogram 1	1	913.925313224	914.100672937	61.983	322.485	0.1754	260.502	-95.36	Rupe A
114	Spectrogram 1	1	927.980832101	928.026494201	73.964	351.240	0.0457	277.276	-97.69	Rupe A
115	Spectrogram 1	1	930.926041291	930.972461004	68.871	344.353	0.0464	275.482	-95.21	Rupe A
116	Spectrogram 1	1	932.177182843	932.231767942	65.089	309.917	0.0546	244.828	-94.92	Rupe A
117	Spectrogram 1	1	936.134380946	936.207440306	73.964	316.804	0.0731	242.840	-96.89	Rupe A
118	Spectrogram 1	1	936.402477427	936.517942590	68.047	241.047	0.1155	173.000	-94.29	Rupe A
119	Spectrogram 1	1	937.915202863	937.956298754	61.983	268.595	0.0411	206.612	-94.29	Rupe A
120	Spectrogram 1	1	1053.065102232	1053.311677574	65.089	365.014	0.2466	299.925	-94.56	Rupe A
121	Spectrogram 1	1	1062.357770541	1062.513021682	59.172	289.256	0.1553	230.084	-94.14	Rupe A
122	Spectrogram 1	1	1064.124893829	1064.430829902	56.213	358.127	0.3059	301.914	-93.82	Rupe A
123	Spectrogram 1	1	1133.598157705	1134.392678253	76.923	346.154	0.7945	269.231	-95.60	Guttural rupe
124	Spectrogram 1	1	1156.237917136	1156.973076954	115.385	365.014	0.7352	249.629	-94.13	Guttural rupe
125	Spectrogram 1	1	1189.129105342	1189.343717214	61.983	413.223	0.2146	351.240	-99.62	Rupe A
126	Spectrogram 1	1	1190.558354405	1190.731845068	68.871	365.014	0.1735	296.143	-98.27	Type 4 A
127	Spectrogram 1	1	554.650805748	554.709258985	65.089	402.367	0.0585	337.278	-99.39	Rupe A
