Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Delta Time (s)	Delta Freq (Hz)	Avg Power Density (dB FS/Hz)	Annotation
19	Spectrogram 1	1	123.206928022	123.375484843	57.025	275.620	0.1686	218.595	-87.04	Rupe A
20	Spectrogram 1	1	124.043166605	124.097217034	57.025	373.089	0.0541	316.064	-89.34	Rupe A
21	Spectrogram 1	1	124.507355405	124.647250631	66.529	434.251	0.1399	367.722	-90.75	Rupe A
22	Spectrogram 1	1	126.036664585	126.256045736	57.025	437.309	0.2194	380.284	-90.88	Rupe A
23	Spectrogram 1	1	129.332893466	129.526839121	61.162	361.157	0.1939	299.995	-88.69	Rupe A
24	Spectrogram 1	1	141.756918304	141.930919691	62.710	415.182	0.1740	352.472	-90.39	Rupe A
25	Spectrogram 1	1	144.042907350	144.261435661	57.025	358.959	0.2185	301.934	-90.68	Rupe A
26	Spectrogram 1	1	243.849832846	244.096333166	66.529	237.865	0.2465	171.336	-88.57	Rupe B
27	Spectrogram 1	1	253.643892285	253.798874593	60.547	350.310	0.1550	289.763	-91.60	Rupe A
28	Spectrogram 1	1	262.381020655	262.566851621	62.710	442.982	0.1858	380.272	-89.87	Type 4 A
29	Spectrogram 1	1	263.879182968	264.092283642	57.025	418.181	0.2131	361.156	-91.09	Rupe A
30	Spectrogram 1	1	265.180335262	265.396536976	57.025	246.514	0.2162	189.489	-91.04	Rupe A
31	Spectrogram 1	1	278.213540146	278.448818481	47.521	259.489	0.2353	211.968	-90.67	Rupe A
32	Spectrogram 1	1	308.350812236	308.591343175	76.033	370.661	0.2405	294.628	-92.54	Rupe B
33	Spectrogram 1	1	374.207326449	374.472166632	59.633	301.047	0.2648	241.414	-88.03	Rupe B
34	Spectrogram 1	1	375.601271907	375.882652079	65.445	287.958	0.2814	222.513	-86.30	Rupe B
35	Spectrogram 1	1	377.971134921	378.252515093	52.356	327.225	0.2814	274.869	-85.99	Rupe B
36	Spectrogram 1	1	387.778039710	387.982605970	64.220	334.862	0.2046	270.642	-87.48	Rupe B
37	Spectrogram 1	1	396.689586239	397.027452061	91.623	392.670	0.3379	301.047	-88.06	Rupe C
38	Spectrogram 1	1	417.311333151	417.634046003	65.445	602.094	0.3227	536.649	-89.08	Type 4 A
39	Spectrogram 1	1	420.282988853	420.570727898	62.710	431.937	0.2877	369.227	-88.73	Type 4 A
40	Spectrogram 1	1	444.818625428	444.983008990	65.445	353.403	0.1644	287.958	-88.31	Rupe A
41	Spectrogram 1	1	519.214171534	519.342025416	78.534	301.047	0.1279	222.513	-88.72	Rupe A
42	Spectrogram 1	1	519.643395279	519.789514000	104.712	458.115	0.1461	353.403	-89.24	Rupe A
43	Spectrogram 1	1	521.159374217	521.259830838	91.623	340.314	0.1005	248.691	-88.68	Rupe A
44	Spectrogram 1	1	522.127410746	522.246132208	52.356	366.492	0.1187	314.136	-88.48	Rupe A
45	Spectrogram 1	1	523.281711158	523.551963300	78.534	366.492	0.2703	287.958	-88.05	Rupe B
46	Spectrogram 1	1	527.051162280	527.443856344	65.445	314.136	0.3927	248.691	-89.67	Rupe C
47	Spectrogram 1	1	527.813454841	527.989913593	65.445	340.314	0.1765	274.869	-88.18	Rupe A
48	Spectrogram 1	1	528.748209309	528.880155943	64.327	470.760	0.1319	406.433	-86.88	Rupe A
49	Spectrogram 1	1	529.477138898	529.570932288	78.534	392.670	0.0938	314.136	-88.08	Rupe A
50	Spectrogram 1	1	530.530614334	530.601306040	65.445	337.719	0.0707	272.274	-85.60	Rupe A
51	Spectrogram 1	1	538.827067577	539.129114088	65.445	371.345	0.3020	305.900	-83.00	Rupe B
52	Spectrogram 1	1	548.861666152	549.060380962	65.445	405.759	0.1987	340.314	-87.00	Rupe B
53	Spectrogram 1	1	555.796179111	556.066431253	52.356	379.581	0.2703	327.225	-84.82	Rupe B
54	Spectrogram 1	1	556.793811456	557.000474859	52.356	405.759	0.2067	353.403	-86.75	Rupe B
55	Spectrogram 1	1	558.599561567	558.914765439	91.623	418.848	0.3152	327.225	-82.28	Rupe B
56	Spectrogram 1	1	590.707223298	590.854390591	104.712	314.136	0.1472	209.424	-89.37	Rupe B
57	Spectrogram 1	1	599.511751387	599.847181987	52.356	431.937	0.3354	379.581	-82.46	Rupe B
58	Spectrogram 1	1	626.353310589	626.499429310	65.445	314.136	0.1461	248.691	-87.58	Rupe B
59	Spectrogram 1	1	627.650114242	627.796232963	91.623	314.136	0.1461	222.513	-87.41	Rupe B
60	Spectrogram 1	1	651.745096174	651.988323102	52.356	440.391	0.2432	388.035	-85.55	Rupe B
61	Spectrogram 1	1	654.564732681	654.612424236	65.445	326.675	0.0477	261.230	-82.16	Rupe A
62	Spectrogram 1	1	656.165510643	656.245943605	88.905	502.418	0.0804	413.513	-86.45	Rupe A
63	Spectrogram 1	1	657.825513613	658.055921259	52.356	327.225	0.2304	274.869	-86.76	Rupe B
64	Spectrogram 1	1	667.242196159	667.337579268	91.623	287.958	0.0954	196.335	-84.62	Rupe A
65	Spectrogram 1	1	668.258329933	668.394166252	103.378	409.378	0.1358	306.000	-88.98	Rupe A
66	Spectrogram 1	1	673.290293175	673.436411896	78.534	274.869	0.1461	196.335	-89.15	Type 4 A
67	Spectrogram 1	1	682.194376001	682.265473597	65.445	301.047	0.0711	235.602	-84.27	Rupe A
68	Spectrogram 1	1	685.765152257	686.027117482	65.445	314.136	0.2620	248.691	-83.15	Type 4 A
69	Spectrogram 1	1	684.646193663	684.697064654	91.623	355.621	0.0509	263.998	-87.85	Rupe A
70	Spectrogram 1	1	687.264931384	687.500311131	65.445	409.378	0.2354	343.933	-90.97	Type 4 A
71	Spectrogram 1	1	689.032629663	689.345059989	52.356	340.314	0.3124	287.958	-90.49	Rupe B
72	Spectrogram 1	1	690.970630337	691.317662300	65.445	301.047	0.3470	235.602	-89.48	Rupe B
73	Spectrogram 1	1	704.114426998	704.278810559	65.445	314.136	0.1644	248.691	-91.55	Type 4 A
74	Spectrogram 1	1	705.825910139	705.922646176	65.445	254.310	0.0967	188.865	-88.89	Rupe A
75	Spectrogram 1	1	706.918079966	707.164655308	65.445	425.581	0.2466	360.136	-90.65	Type 4 A
76	Spectrogram 1	1	709.709184287	709.813057135	101.580	453.488	0.1039	351.908	-90.27	Rupe A
77	Spectrogram 1	1	731.372061975	731.692610056	67.720	495.349	0.3205	427.629	-87.53	Type 4 A
78	Spectrogram 1	1	735.162016313	735.445121336	56.433	327.314	0.2831	270.881	-90.22	Rupe B
79	Spectrogram 1	1	737.861853312	737.989707193	90.293	453.488	0.1279	363.195	-87.04	Rupe A
80	Spectrogram 1	1	738.431310730	738.501122718	76.500	395.034	0.0698	318.534	-83.27	Rupe A
81	Spectrogram 1	1	739.451097230	739.807194170	74.432	462.754	0.3561	388.322	-86.27	Rupe B
82	Spectrogram 1	1	740.135825914	740.316140136	84.770	490.013	0.1803	405.243	-85.40	Rupe A
83	Spectrogram 1	1	740.829889841	740.985140983	101.580	462.754	0.1553	361.174	-86.46	Rupe A
84	Spectrogram 1	1	741.575197175	741.657862536	67.720	406.321	0.0827	338.601	-81.81	Rupe A
85	Spectrogram 1	1	743.224917716	743.315531669	68.230	450.729	0.0906	382.499	-86.15	Rupe A
86	Spectrogram 1	1	745.401408178	745.705044408	53.757	519.187	0.3036	465.430	-84.07	Rupe B
87	Spectrogram 1	1	749.879777281	749.943366021	56.433	237.770	0.0636	181.337	-89.83	Rupe A
88	Spectrogram 1	1	750.517693759	750.599885540	56.433	327.314	0.0822	270.881	-89.28	Rupe A
89	Spectrogram 1	1	751.506328940	751.593763456	79.007	326.675	0.0874	247.668	-87.42	Rupe A
90	Spectrogram 1	1	752.228061131	752.335045358	84.770	272.918	0.1070	188.148	-90.97	Rupe A
91	Spectrogram 1	1	759.900625541	760.174598143	47.885	430.053	0.2740	382.168	-85.22	Rupe B
92	Spectrogram 1	1	761.196549722	761.385726222	63.847	560.310	0.1892	496.463	-83.47	Rupe B
93	Spectrogram 1	1	762.103771059	762.407407289	55.824	527.229	0.3036	471.405	-84.80	Rupe B
94	Spectrogram 1	1	762.850397230	763.069575312	55.866	327.216	0.2192	271.350	-90.66	Rupe B
95	Spectrogram 1	1	763.851664810	764.048789902	47.885	383.721	0.1971	335.836	-84.30	Rupe B
96	Spectrogram 1	1	764.843869133	765.231760442	63.847	477.607	0.3879	413.760	-83.87	Rupe B
97	Spectrogram 1	1	765.724403579	765.961271633	71.828	510.777	0.2369	438.949	-85.26	Rupe B
98	Spectrogram 1	1	768.174055787	768.499948076	71.828	409.378	0.3259	337.550	-81.88	Rupe B
99	Spectrogram 1	1	777.572912832	777.726236054	71.828	500.350	0.1533	428.522	-85.20	Rupe A
100	Spectrogram 1	1	778.599870357	778.800022646	55.866	469.337	0.2002	413.471	-86.15	Rupe A
101	Spectrogram 1	1	779.503168165	779.763881996	87.790	486.834	0.2607	399.044	-87.14	Rupe A
102	Spectrogram 1	1	784.060448735	784.306855100	103.752	544.186	0.2464	440.434	-84.09	Rupe B
103	Spectrogram 1	1	786.144562117	786.518991340	71.828	247.408	0.3744	175.580	-88.47	Rupe B
104	Spectrogram 1	1	788.007575815	788.582918281	63.847	467.442	0.5753	403.595	-88.62	Rupe C
105	Spectrogram 1	1	789.491221911	789.852324674	71.828	485.877	0.3611	414.049	-88.31	Rupe B
106	Spectrogram 1	1	790.372872104	790.646844707	79.809	303.274	0.2740	223.465	-91.42	Rupe B
107	Spectrogram 1	1	790.920817310	791.167392652	55.866	438.949	0.2466	383.083	-85.70	Rupe B
108	Spectrogram 1	1	793.532688970	793.870588513	71.828	411.628	0.3379	339.800	-86.67	Type 4 A
109	Spectrogram 1	1	915.704440957	915.850559679	55.866	265.116	0.1461	209.250	-88.76	Rupe A
110	Spectrogram 1	1	916.270651003	916.572020866	55.866	488.372	0.3014	432.506	-89.01	Rupe A
111	Spectrogram 1	1	917.421335934	917.567454656	63.847	263.369	0.1461	199.522	-89.26	Rupe A
112	Spectrogram 1	1	920.471564245	920.763801688	47.885	247.408	0.2922	199.523	-87.22	Rupe B
113	Spectrogram 1	1	935.312492522	935.394684303	95.771	446.930	0.0822	351.159	-89.32	Rupe A
114	Spectrogram 1	1	935.958480648	936.033981920	45.147	436.256	0.0755	391.109	-83.92	Rupe A
115	Spectrogram 1	1	936.371807453	936.498539230	73.363	386.634	0.1267	313.271	-83.60	Rupe A
116	Spectrogram 1	1	936.681919213	937.007811502	90.293	565.116	0.3259	474.823	-84.99	Rupe B
117	Spectrogram 1	1	937.389705436	937.567753906	66.162	483.810	0.1780	417.648	-83.54	Rupe A
118	Spectrogram 1	1	938.067735613	938.377700229	62.077	475.540	0.3100	413.463	-84.84	Rupe B
119	Spectrogram 1	1	940.626167563	940.999484276	67.720	512.756	0.3733	445.036	-86.82	Rupe B
120	Spectrogram 1	1	941.872248125	941.975579826	62.077	361.174	0.1033	299.097	-85.90	Rupe A
121	Spectrogram 1	1	947.158310669	947.248717016	62.077	265.237	0.0904	203.160	-89.02	Rupe A
122	Spectrogram 1	1	947.586792791	947.655150686	79.007	427.986	0.0684	348.979	-89.52	Rupe A
123	Spectrogram 1	1	948.346508365	948.456287500	90.293	411.445	0.1098	321.152	-88.56	Rupe A
124	Spectrogram 1	1	948.947064810	949.018098368	90.293	270.880	0.0710	180.587	-88.51	Rupe A
125	Spectrogram 1	1	1024.073694213	1024.266050149	78.567	252.243	0.1924	173.676	-86.64	Rupe C
126	Spectrogram 1	1	1026.207385917	1026.369329595	73.363	237.020	0.1619	163.657	-88.91	Rupe A
127	Spectrogram 1	1	1027.202359502	1027.260477868	62.077	253.950	0.0581	191.873	-84.73	Rupe A
128	Spectrogram 1	1	1027.838027674	1028.003101428	95.937	359.756	0.1651	263.819	-89.06	Rupe B
129	Spectrogram 1	1	1029.714365360	1029.798314110	90.293	327.314	0.0839	237.021	-84.84	Rupe A
130	Spectrogram 1	1	1061.945646726	1062.169586307	73.363	432.121	0.2239	358.758	-86.51	Rupe B
131	Spectrogram 1	1	1060.951177427	1061.002838196	62.077	270.880	0.0517	208.803	-82.22	Rupe A
132	Spectrogram 1	1	1061.520186307	1061.604441387	79.007	390.770	0.0843	311.763	-86.86	Rupe A
133	Spectrogram 1	1	1192.028299626	1192.293061069	56.433	490.971	0.2648	434.538	-85.48	Rupe B
134	Spectrogram 1	1	1192.628856070	1193.042142225	67.720	500.350	0.4133	432.630	-89.92	Rupe B
135	Spectrogram 1	1	1193.487716362	1193.907579160	45.147	372.460	0.4199	327.313	-81.67	Rupe B
136	Spectrogram 1	1	1195.338696003	1195.635973360	45.147	316.027	0.2973	270.880	-82.30	Rupe B
137	Spectrogram 1	1	96.013998153	96.202847074	73.522	363.284	0.1888	289.762	-89.37	Rupe A
138	Spectrogram 1	1	116.156708059	116.207579051	67.278	241.590	0.0509	174.312	-87.09	Rupe A
139	Spectrogram 1	1	705.182750617	705.284492600	76.500	297.729	0.1017	221.229	-90.90	Rupe A
140	Spectrogram 1	1	936.088032349	936.138903340	83.721	404.651	0.0509	320.930	-86.69	Rupe A
